Flight_no,Flight_Date,day_of_week,is_weekend,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Origin_Airport_Code,Origin_Airport_Name,Destination_Airport_Code,Destination_Airport_Name,Route,Flight_Status,Tail_no,First_Class_Seats,Business_Class_Seats,Economy_Class_Seats,Total_Seats,Flown_Coupon_Count,Passenger_Count,Route_Traffic,Daily_Flight_Volume,Flight_Load_Factor_Pct
405,2025-03-09,Sunday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,CCU,Netaji Subhas Chandra Bose International Airport,DXB-CCU,,,,,,,250,250,250,24,
339,2025-03-09,Sunday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,,,,,,,258,258,258,24,
139,2025-02-08,Saturday,True,February,Q1,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,Active,A68535,13.0,40.0,293.0,346.0,260,260,260,18,75.14
524,2025-03-09,Sunday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,COK,Cochin International Airport,DXB-COK,Active,D-A4304,12.0,29.0,300.0,341.0,244,244,244,24,71.55
225,2025-02-08,Saturday,True,February,Q1,2025,Star Air,XX,DXB,Dubai International Airport,DFW,Dallas/Fort Worth International Airport (DFW,DXB-DFW,,,,,,,227,227,227,18,
735,2025-03-09,Sunday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,JNB,Tambo International Airport,DXB-JNB,Active,VT6998,6.0,28.0,298.0,332.0,229,229,229,24,68.98
772,2025-02-03,Monday,False,February,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,257,257,517,10,
850,2025-02-03,Monday,False,February,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,260,260,517,10,
847,2025-02-03,Monday,False,February,Q1,2025,Star Air,XX,DXB,Dubai International Airport,DUB,Dublin Airport (DUB),DXB-DUB,,,,,,,258,258,258,10,
436,2025-03-09,Sunday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,254,254,254,24,
366,2025-02-08,Saturday,True,February,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,Active,A67106,12.0,30.0,292.0,334.0,260,260,260,18,77.84
559,2025-02-08,Saturday,True,February,Q1,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,Active,C-F8992,8.0,25.0,295.0,328.0,242,242,242,18,73.78
640,2025-03-09,Sunday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,Active,D-A3419,6.0,27.0,292.0,325.0,240,240,240,24,73.85
199,2025-02-08,Saturday,True,February,Q1,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,VT6238,13.0,40.0,296.0,349.0,259,259,259,18,74.21
650,2025-03-09,Sunday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,VT9733,6.0,20.0,285.0,311.0,228,228,1211,24,73.31
446,2025-03-09,Sunday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,,,,,,,259,259,1211,24,
399,2025-03-09,Sunday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,C-F7126,16.0,38.0,300.0,354.0,255,255,1211,24,72.03
383,2025-02-08,Saturday,True,February,Q1,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,253,253,253,18,
578,2025-02-03,Monday,False,February,Q1,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V3090,14.0,20.0,288.0,322.0,253,253,253,10,78.57
910,2025-02-03,Monday,False,February,Q1,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,D-A4924,15.0,29.0,294.0,338.0,263,263,263,10,77.81
815,2025-02-08,Saturday,True,February,Q1,2025,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,,,,,,,264,264,531,18,
253,2025-02-08,Saturday,True,February,Q1,2025,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,Active,9V9961,7.0,39.0,294.0,340.0,267,267,531,18,78.53
165,2025-02-08,Saturday,True,February,Q1,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,VT7158,7.0,26.0,293.0,326.0,263,263,263,18,80.67
629,2025-03-09,Sunday,True,March,Q1,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,Active,VT8225,15.0,38.0,288.0,341.0,240,240,240,24,70.38
277,2025-02-03,Monday,False,February,Q1,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,,,,,,,259,259,259,10,
276,2025-03-09,Sunday,True,March,Q1,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,,,,,,,238,238,238,24,
529,2025-02-08,Saturday,True,February,Q1,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,9V2650,10.0,30.0,295.0,335.0,252,252,252,18,75.22
161,2025-02-08,Saturday,True,February,Q1,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,C-F7998,10.0,38.0,295.0,343.0,268,268,268,18,78.13
422,2025-03-09,Sunday,True,March,Q1,2025,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,Active,9V1227,16.0,32.0,297.0,345.0,259,259,259,24,75.07
384,2025-02-03,Monday,False,February,Q1,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,246,246,246,10,
680,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V5865,15.0,32.0,292.0,339.0,244,244,244,25,71.98
912,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,,,,,,,233,233,233,16,
653,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,SVO,Sheremetyevo International Airport,DXB,Dubai International Airport,SVO-DXB,,,,,,,265,265,265,16,
137,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,Active,C-F4925,8.0,25.0,287.0,320.0,244,244,244,25,76.25
825,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,A67610,10.0,32.0,291.0,333.0,239,239,239,25,71.77
924,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,HAN,Noi Bai International Airport,DXB-HAN,Active,D-A3335,7.0,36.0,291.0,334.0,245,245,245,25,73.35
603,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,VT6678,7.0,25.0,297.0,329.0,252,252,727,25,76.6
311,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,,,,,,,251,251,727,25,
760,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,C-F5208,7.0,22.0,293.0,322.0,224,224,727,25,69.57
625,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,BKK,Suvarnabhumi Airport,DXB,Dubai International Airport,BKK-DXB,Active,9V6473,12.0,21.0,293.0,326.0,228,228,228,25,69.94
767,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,,,,,,,253,253,253,16,
970,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,254,254,254,16,
307,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,247,247,247,25,
892,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DFW,Dallas/Fort Worth International Airport (DFW,DXB,Dubai International Airport,DFW-DXB,,,,,,,264,264,264,25,
420,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,CMB,Bandaranaike International Airport (CMB),DXB-CMB,,,,,,,254,254,254,25,
192,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,,,,,,,235,235,235,16,
950,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,CDG,Charles de Gaulle Airport (CDG),DXB-CDG,,,,,,,231,231,231,16,
796,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,Active,C-F7177,10.0,21.0,297.0,328.0,233,233,233,25,71.04
246,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,254,254,254,25,
331,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,Active,9V6644,15.0,26.0,293.0,334.0,250,250,250,25,74.85
772,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,250,250,250,16,
847,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,DUB,Dublin Airport (DUB),DXB-DUB,,,,,,,250,250,250,16,
816,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,,,,,,,249,249,249,16,
895,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,JFK,John F. Kennedy International Airport (JFK),DXB-JFK,Active,D-A1111,6.0,28.0,296.0,330.0,237,237,237,25,71.82
709,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,232,232,232,25,
808,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,Active,A69653,16.0,30.0,296.0,342.0,234,234,234,25,68.42
328,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,Active,VT6908,6.0,39.0,294.0,339.0,230,230,230,25,67.85
578,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V3090,14.0,20.0,288.0,322.0,239,239,239,16,74.22
560,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,FRA,Frankfurt Airport (FRA),DXB,Dubai International Airport,FRA-DXB,,,,,,,243,243,243,25,
910,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,D-A4924,15.0,29.0,294.0,338.0,255,255,255,16,75.44
499,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB,Dubai International Airport,HYD-DXB,Active,C-F5692,10.0,32.0,292.0,334.0,276,276,276,16,82.63
907,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,C-F6404,8.0,26.0,295.0,329.0,256,256,256,25,77.81
816,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,255,255,255,25,
982,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,231,231,482,16,
384,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,251,251,482,16,
709,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,A68690,16.0,32.0,296.0,344.0,239,239,239,16,69.48
531,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,D-A4289,7.0,26.0,295.0,328.0,254,254,254,25,77.44
277,2025-08-04,Monday,False,August,Q3,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,,,,,,,248,248,248,16,
578,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,240,240,240,25,
817,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,C-F4463,8.0,28.0,296.0,332.0,250,250,486,25,75.3
148,2025-07-11,Friday,False,July,Q3,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,C-F9130,9.0,28.0,294.0,331.0,236,236,486,25,71.3
819,2025-10-15,Wednesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,BOM,Chhatrapati Shivaji Maharaj International Airport,DXB-BOM,,,,,,,234,234,234,20,
867,2025-10-15,Wednesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,,,,,,,248,248,470,20,
581,2025-10-15,Wednesday,False,October,Q4,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,Active,A69187,7.0,21.0,295.0,323.0,238,238,238,20,73.68
139,2025-10-15,Wednesday,False,October,Q4,2025,Star Air,XX,CPT,Cape Town International Airport,DXB,Dubai International Airport,CPT-DXB,,,,,,,246,246,246,20,
696,2025-10-15,Wednesday,False,October,Q4,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,C-F6164,15.0,22.0,294.0,331.0,248,248,248,20,74.92
339,2025-10-15,Wednesday,False,October,Q4,2025,Star Air,XX,CHC,Christchurch Airport,DXB,Dubai International Airport,CHC-DXB,Active,9V7617,14.0,34.0,291.0,339.0,241,241,241,20,71.09
811,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,,,,,,,255,255,781,24,
876,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,A69973,6.0,29.0,299.0,334.0,264,264,781,24,79.04
235,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,A64657,16.0,34.0,295.0,345.0,262,262,781,24,75.94
181,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,ZRH,Zurich Airport (ZRH),DXB,Dubai International Airport,ZRH-DXB,Active,VT3026,11.0,38.0,292.0,341.0,255,255,255,25,74.78
246,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,262,262,511,25,
811,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,Active,C-F2813,10.0,32.0,284.0,326.0,253,253,763,19,77.61
781,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,Active,9V9839,9.0,25.0,291.0,325.0,253,253,997,24,77.85
819,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,BOM,Chhatrapati Shivaji Maharaj International Airport,DXB,Dubai International Airport,BOM-DXB,Active,9V8060,6.0,30.0,290.0,326.0,261,261,261,24,80.06
680,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V5865,15.0,32.0,292.0,339.0,240,240,483,25,70.8
771,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,BKK,Suvarnabhumi Airport,DXB,Dubai International Airport,BKK-DXB,,,,,,,260,260,517,25,
163,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,BKK,Suvarnabhumi Airport,DXB,Dubai International Airport,BKK-DXB,Active,VT2142,8.0,28.0,287.0,323.0,257,257,517,25,79.57
818,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,,,,,,,268,268,268,19,
608,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,KUL,Kuala Lumpur International Airport,DXB,Dubai International Airport,KUL-DXB,Active,9V1050,13.0,21.0,299.0,333.0,259,259,259,19,77.78
760,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,C-F5208,7.0,22.0,293.0,322.0,247,247,509,25,76.71
603,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,VT6678,7.0,25.0,297.0,329.0,262,262,509,25,79.64
445,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,D-A5874,9.0,22.0,296.0,327.0,258,258,258,19,78.9
223,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,CPT,Cape Town International Airport,DXB,Dubai International Airport,CPT-DXB,,,,,,,260,260,260,19,
139,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,CPT,Cape Town International Airport,DXB,Dubai International Airport,CPT-DXB,,,,,,,247,247,247,17,
172,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,DEL,Indira Gandhi International Airport,DXB,Dubai International Airport,DEL-DXB,,,,,,,251,251,251,24,
694,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,DEL,Indira Gandhi International Airport,DXB,Dubai International Airport,DEL-DXB,,,,,,,255,255,255,19,
163,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,255,255,493,19,
625,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,238,238,493,19,
825,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,A67610,10.0,32.0,291.0,333.0,244,244,244,25,73.27
603,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,255,255,763,19,
285,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,255,255,763,19,
701,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,249,249,249,24,
608,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,KUL,Kuala Lumpur International Airport,DXB-KUL,,,,,,,248,248,248,24,
445,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,COK,Cochin International Airport,DXB-COK,,,,,,,260,260,260,24,
172,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,DEL,Indira Gandhi International Airport,DXB-DEL,Active,C-F2463,7.0,28.0,291.0,326.0,249,249,249,19,76.38
453,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MUC,Munich Airport (MUC),DXB-MUC,Active,VT6935,8.0,22.0,292.0,322.0,235,235,235,17,72.98
139,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,Active,A68535,13.0,40.0,293.0,346.0,260,260,260,24,75.14
962,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,GVA,Geneva Airport (GVA),DXB-GVA,,,,,,,236,236,236,17,
667,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,Active,A61460,13.0,22.0,294.0,329.0,257,257,257,17,78.12
895,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,JFK,John F. Kennedy International Airport (JFK),DXB-JFK,Active,D-A1111,6.0,28.0,296.0,330.0,230,230,230,25,69.7
623,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,Active,A66013,8.0,40.0,294.0,342.0,263,263,263,25,76.9
331,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,Active,9V6644,15.0,26.0,293.0,334.0,251,251,251,25,75.15
559,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,Active,C-F8992,8.0,25.0,295.0,328.0,239,239,997,24,72.87
998,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,Active,VT6034,10.0,21.0,286.0,317.0,244,244,997,24,76.97
393,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,,,,,,,261,261,997,24,
694,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,DEL,Indira Gandhi International Airport,DXB-DEL,Active,A67134,9.0,34.0,290.0,333.0,239,239,239,25,71.77
231,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,249,249,511,25,
456,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,Active,A62572,8.0,27.0,299.0,334.0,256,256,256,19,76.65
867,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,,,,,,,251,251,251,17,
796,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,Active,C-F7177,10.0,21.0,297.0,328.0,246,246,246,25,75.0
907,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,253,253,253,19,
551,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,,,,,,,259,259,520,17,
117,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,,,,,,,261,261,520,17,
165,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,258,258,258,17,
651,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,,,,,,,258,258,258,25,
808,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,Active,A69653,16.0,30.0,296.0,342.0,253,253,253,25,73.98
567,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,254,254,254,19,
709,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,242,242,242,25,
748,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,C-F2539,12.0,30.0,297.0,339.0,243,243,483,25,71.68
576,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,D-A7627,11.0,39.0,293.0,343.0,257,257,257,24,74.93
706,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,Active,D-A7054,8.0,29.0,295.0,332.0,237,237,237,25,71.39
383,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,217,217,217,24,
895,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,,,,,,,242,242,242,19,
560,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,FRA,Frankfurt Airport (FRA),DXB,Dubai International Airport,FRA-DXB,,,,,,,266,266,266,25,
623,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,261,261,520,19,
393,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,Active,A63240,8.0,34.0,292.0,334.0,259,259,520,19,77.54
301,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,ADD,Addis Ababa Bole International Airport,DXB,Dubai International Airport,ADD-DXB,,,,,,,227,227,227,19,
521,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,Active,A69481,9.0,36.0,287.0,332.0,253,253,253,24,76.2
366,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,,,,,,,254,254,254,17,
998,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,246,246,493,17,
781,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,247,247,493,17,
