Route,Carrier_Name,Carrier_Code,month_num,month_name,quarter_label,year,Total_Tickets_Sold,Revenue_AED,Net_Revenue_AED,Total_Commission_AED,Total_Discount_AED,Total_Tax_AED,Avg_Fare_AED,Revenue_Rank
DXB-JFK,Star Air,XX,5,May,Q2,2025,2504,10936255.0,10131137.7,656175.3,148942.0,1051358.92,4367.51,18
DXB-CPT,Star Air,XX,5,May,Q2,2025,4408,10333959.0,9520509.46,620037.54,193412.0,1013049.02,2344.36,19
DXB-SIN,Star Air,XX,5,May,Q2,2025,7440,10126996.0,9373129.24,607619.76,146247.0,1186649.09,1361.16,20
DXB-DFW,Star Air,XX,5,May,Q2,2025,2123,10057336.0,9321255.84,603440.16,132640.0,1001405.18,4737.32,21
CPT-DXB,Star Air,XX,5,May,Q2,2025,4405,10022731.415865,9271469.0222264,601363.8849519,149898.508687,986221.03495363,2275.31,22
MRU-DXB,Star Air,XX,5,May,Q2,2025,4466,9351706.52124,8658721.7718226,561102.3912744,131882.358141,720372.76393625,2093.98,23
MIL-DXB,Star Air,XX,5,May,Q2,2025,6450,8888266.314791,8185343.0141364,533295.97888746,169627.321726,807794.38152632,1378.03,24
DXB-MIL,Star Air,XX,5,May,Q2,2025,6530,8578045.0,7939766.3,514682.7,123596.0,774894.01,1313.64,25
DXB-MRU,Star Air,XX,5,May,Q2,2025,3997,8492424.0,7683040.56,509545.44,299838.0,689278.07,2124.7,26
DXB-CDG,Star Air,XX,5,May,Q2,2025,2816,8271755.0,7655201.7,496305.3,120248.0,774619.94,2937.41,27
CCU-DXB,Star Air,XX,5,May,Q2,2025,7549,8038921.943377,7446384.1346458,482335.31660262,110202.492128,650486.76398251,1064.9,28
LHE-DXB,Star Air,XX,5,May,Q2,2025,8474,8028663.808005,7430420.159398,481719.8284803,116523.820128,755128.06827373,947.45,29
YYZ-DXB,Star Air,XX,5,May,Q2,2025,1887,7864956.427882,7267584.1864706,471897.38567292,125474.855737,865147.02259403,4167.97,30
DXB-COK,Star Air,XX,5,May,Q2,2025,8625,7860792.0,7048747.48,471647.52,340397.0,768771.36,911.4,31
CDG-DXB,Star Air,XX,5,May,Q2,2025,2519,7740331.544375,7127717.738519,464419.8926625,148193.913198,706973.42098776,3072.78,32
COK-DXB,Star Air,XX,5,May,Q2,2025,8221,7380112.95259,6838295.7994627,442806.7771554,99010.375971,705136.31155476,897.71,33
DXB-CCU,Star Air,XX,5,May,Q2,2025,6603,7025030.0,6348785.2,421501.8,254743.0,566599.86,1063.91,34
DXB-YYZ,Star Air,XX,5,May,Q2,2025,1572,6681778.0,6189907.32,400906.68,90964.0,734994.68,4250.49,35
DXB-LHE,Star Air,XX,5,May,Q2,2025,6647,6489572.0,5519915.68,389374.32,580282.0,596113.72,976.32,36
DXB-LHR,Star Air,XX,5,May,Q2,2025,3380,5510370.0,5104921.8,330622.2,74826.0,399081.88,1630.29,37
DXB-ZRH,Star Air,XX,5,May,Q2,2025,1738,5249181.0,4859348.14,314950.86,74882.0,380829.87,3020.24,38
ZRH-DXB,Star Air,XX,5,May,Q2,2025,1687,5223241.54524,4790043.037434,313394.4927144,119804.015098,393941.20861115,3096.17,39
LHR-DXB,Star Air,XX,5,May,Q2,2025,3221,5180518.317357,4771424.2405745,310831.09904142,98262.977745,375676.79590009,1608.36,40
DXB-PEW,Star Air,XX,5,May,Q2,2025,3639,5064908.0,4383569.52,303894.48,377444.0,370297.23,1391.84,41
DXB-AKL,Star Air,XX,5,May,Q2,2025,1801,4480401.0,4136972.94,268824.06,74604.0,700334.83,2487.73,42
DXB-DUB,Star Air,XX,5,May,Q2,2025,1042,4344802.0,4016235.88,260688.12,67878.0,782065.31,4169.68,43
PEW-DXB,Star Air,XX,5,May,Q2,2025,3065,4244784.087057,3927874.8068708,254687.04522342,62222.234962,309587.6372587,1384.92,44
DXB-CHC,Star Air,XX,5,May,Q2,2025,3691,4026815.0,3727846.1,241608.9,57360.0,627405.85,1090.98,45
DXB-MAA,Star Air,XX,5,May,Q2,2025,4366,3997891.0,3602921.54,239873.46,155096.0,439765.36,915.69,46
DUB-DXB,Star Air,XX,5,May,Q2,2025,942,3975809.869835,3673375.5226766,238548.5921901,63885.754963,1160644.29690785,4220.6,47
MAA-DXB,Star Air,XX,5,May,Q2,2025,4131,3663852.660876,3394904.761978,219831.15965256,49116.739248,403021.21334477,886.92,48
HAN-DXB,Star Air,XX,5,May,Q2,2025,2017,3518765.069025,3255910.5563597,211125.9041415,51728.608522,563002.41154113,1744.55,49
CHC-DXB,Star Air,XX,5,May,Q2,2025,3384,3512035.966161,3244266.2476638,210722.15796966,57047.560524,545206.07720934,1037.84,50
AKL-DXB,Star Air,XX,5,May,Q2,2025,1507,3505135.481911,3239233.8258085,210308.12891466,55593.527186,561775.11417645,2325.9,51
FRA-DXB,Star Air,XX,5,May,Q2,2025,1157,3306081.074661,3048531.1289938,198364.86447966,59185.081188,330607.06829157,2857.46,52
SIN-MEL,Star Air,XX,5,May,Q2,2025,813,3131273.040322,2894225.5297867,187876.38241932,49171.128119,1291014.63390094,3851.5,53
KHI-DXB,Star Air,XX,5,May,Q2,2025,2882,2955113.782435,2733363.8853136,177306.8269461,44443.070174,315236.46377428,1025.37,54
DXB-HAN,Star Air,XX,5,May,Q2,2025,1646,2821375.0,-15778183.5,169282.5,18430276.0,451420.4,1714.08,55
DXB-GVA,Star Air,XX,5,May,Q2,2025,1027,2429791.0,2238695.54,145787.46,45308.0,267276.1,2365.91,56
MEL-SIN,Star Air,XX,5,May,Q2,2025,528,2191387.983959,2026851.6197395,131483.27903754,33053.085181,394453.62173513,4150.36,57
DXB-FRA,Star Air,XX,5,May,Q2,2025,795,2136610.0,1982493.4,128196.6,25920.0,213660.99,2687.56,58
DEL-DXB,Star Air,XX,5,May,Q2,2025,2187,2090443.473535,1936578.6705323,125426.6084121,28438.194591,229948.8969862,955.85,59
DXB-KHI,Star Air,XX,5,May,Q2,2025,2034,2011542.0,1650315.48,120692.52,240534.0,214054.89,988.96,60
BOM-DXB,Star Air,XX,5,May,Q2,2025,2087,2010651.616097,1863037.2227391,120639.09696582,26975.296391,200518.95470407,963.42,61
DXB-BOM,Star Air,XX,5,May,Q2,2025,1913,1839719.0,1671905.86,110383.14,57430.0,183993.52,961.69,62
DXB-DEL,Star Air,XX,5,May,Q2,2025,1815,1699488.0,1529785.72,101969.28,67733.0,186944.95,936.36,63
GVA-DXB,Star Air,XX,5,May,Q2,2025,686,1578603.77359,1464479.7621584,94716.2264154,19407.785014,210034.59082492,2301.17,64
SVO-DXB,Star Air,XX,5,May,Q2,2025,942,1514445.919133,1402391.6438983,90866.75514798,21187.520087,136300.11470808,1607.69,65
KUL-DXB,Star Air,XX,5,May,Q2,2025,1076,1121558.473321,1038910.8674596,67293.50839926,15354.097463,151294.66658057,1042.34,66
DXB-SVO,Star Air,XX,5,May,Q2,2025,737,1100387.0,963786.78,66023.22,70577.0,99034.98,1493.06,67
HYD-DXB,Star Air,XX,5,May,Q2,2025,1035,969177.112529,897586.6881403,58150.62675174,13439.797637,48458.90217049,936.4,68
JNB-DXB,Star Air,XX,5,May,Q2,2025,864,915130.168847,848958.7273236,54907.81013082,11263.631392,120451.67741377,1059.18,69
CMB-DXB,Star Air,XX,5,May,Q2,2025,851,889028.819014,823430.1434714,53341.72914084,12256.946402,15310.26120157,1044.69,70
DXB-CMB,Star Air,XX,5,May,Q2,2025,750,852729.0,758459.26,51163.74,43106.0,51163.17,1136.97,71
SYD-KUL,Star Air,XX,5,May,Q2,2025,797,819494.955114,757654.0775417,49169.69730684,12671.180264,185354.02267954,1028.22,72
DXB-HYD,Star Air,XX,5,May,Q2,2025,840,789019.0,697823.86,47341.14,43854.0,39451.35,939.31,73
DXB-LGW,Star Air,XX,5,May,Q2,2025,874,781090.0,677629.6,46865.4,56595.0,46865.16,893.7,74
BHX-DXB,Star Air,XX,5,May,Q2,2025,833,773599.855991,718694.4132248,46415.99135946,8489.451405,102595.76125977,928.69,75
DXB-MUC,Star Air,XX,5,May,Q2,2025,822,754056.0,687147.64,45243.36,21665.0,75405.87,917.34,76
DXB-JNB,Star Air,XX,5,May,Q2,2025,769,739051.0,540544.94,44343.06,154163.0,44343.74,961.05,77
MIL-JFK,Star Air,XX,5,May,Q2,2025,833,735442.577715,654429.2325793,44126.5546629,36886.79048,98641.11304691,882.88,78
MUC-DXB,Star Air,XX,5,May,Q2,2025,750,733604.542199,679690.9608473,44016.27253194,9897.30882,98952.57448737,978.14,79
DXB-KUL,Star Air,XX,5,May,Q2,2025,635,677522.0,603744.68,40651.32,33126.0,40650.83,1066.96,80
JFK-MIL,Star Air,XX,5,May,Q2,2025,725,669663.50338,620492.405831,40179.8102028,8991.287347,89435.53443956,923.67,81
ADD-DXB,Star Air,XX,5,May,Q2,2025,805,660275.71104,611809.1635776,39616.5426624,8850.0048,87140.2531824,820.22,82
DXB-ADD,Star Air,XX,5,May,Q2,2025,627,613913.0,535949.22,36834.78,41129.0,36834.98,979.13,83
DXB-BHX,Star Air,XX,5,May,Q2,2025,643,608387.0,545056.78,36503.22,26827.0,60838.7,946.17,84
LGW-DXB,Star Air,XX,5,May,Q2,2025,656,604035.182154,558728.5720109,36242.11092924,9064.49921,80400.00126954,920.79,85
KUL-SYD,Star Air,XX,5,May,Q2,2025,550,595498.886446,552305.5783036,35729.93318676,7463.374955,92334.67519545,1082.73,86
SVO-DFW,Star Air,XX,5,May,Q2,2025,1,5803.46442,5455.2565548,348.2078652,0.0,638.3826774,5803.46,87
HAN-GVA,Star Air,XX,5,May,Q2,2025,2,5204.733409,4623.0133045,312.28400454,269.4361,312.28400599,2602.37,88
HAN-PEW,Star Air,XX,5,May,Q2,2025,2,4834.97789,4544.8792166,290.0986734,0.0,628.54713144,2417.49,89
CHC-SVO,Star Air,XX,5,May,Q2,2025,1,3256.211112,3060.8384453,195.37266672,0.0,553.49707728,3256.21,90
MUC-HAN,Star Air,XX,5,May,Q2,2025,1,2839.938187,2669.5418958,170.39629122,0.0,340.62378968,2839.94,91
SVO-AKL,Star Air,XX,5,May,Q2,2025,1,2527.518928,2375.8677923,151.65113568,0.0,505.50026984,2527.52,92
ORD-CMB,Star Air,XX,5,May,Q2,2025,1,2381.449208,2238.5622555,142.88695248,0.0,262.14175968,2381.45,93
ORD-HAN,Star Air,XX,5,May,Q2,2025,1,2373.202051,2230.8099279,142.39212306,0.0,308.36290947,2373.2,94
AKL-SVO,Star Air,XX,5,May,Q2,2025,1,2282.365428,2145.4235023,136.94192568,0.0,456.39113352,2282.37,95
SVO-FRA,Star Air,XX,5,May,Q2,2025,1,2158.849422,2029.3184567,129.53096532,0.0,215.88653304,2158.85,96
BLR-SVO,Star Air,XX,5,May,Q2,2025,1,1877.967096,1577.5009452,112.67802576,187.788125,225.35605152,1877.97,97
HYD-HAN,Star Air,XX,5,May,Q2,2025,2,1864.930345,1753.0345243,111.8958207,0.0,242.43837955,932.47,98
SVO-BKK,Star Air,XX,5,May,Q2,2025,1,1729.362393,1625.6006494,103.76174358,0.0,293.99279994,1729.36,99
SVO-ADD,Star Air,XX,5,May,Q2,2025,1,1575.138608,1480.6302915,94.50831648,0.0,78.75732104,1575.14,100
HAN-CMB,Star Air,XX,5,May,Q2,2025,1,1318.96779,1239.8297226,79.1380674,0.0,92.32774824,1318.97,101
KUL-HAN,Star Air,XX,5,May,Q2,2025,1,350.60412,329.5678728,21.0362472,0.0,56.14796712,350.6,102
MEL-DXB,Star Air,XX,6,June,Q2,2025,9077,36662270.800689,33723009.6338899,2199736.24804134,739524.918763,6818799.30766737,4039.03,1
DXB-MEL,Star Air,XX,6,June,Q2,2025,8068,33008922.0,30578079.68,1980535.32,450307.0,6142204.08,4091.34,2
SYD-DXB,Star Air,XX,6,June,Q2,2025,11666,29528523.509033,27208261.6605786,1771711.41054198,548550.43791,5452025.43884698,2531.16,3
DXB-SYD,Star Air,XX,6,June,Q2,2025,11256,28167597.0,26101323.18,1690055.82,376218.0,5192545.52,2502.45,4
DXB-BNE,Star Air,XX,6,June,Q2,2025,15298,28053552.0,26005929.88,1683213.12,364409.0,5187140.06,1833.81,5
BNE-DXB,Star Air,XX,6,June,Q2,2025,14691,27644873.304435,25476095.8963588,1658692.3982661,510085.009804,5084190.61030607,1881.76,6
YUL-DXB,Star Air,XX,6,June,Q2,2025,18522,17614285.357274,16243705.1149723,1056857.12143644,313723.120848,1748449.98280159,950.99,7
DXB-ORD,Star Air,XX,6,June,Q2,2025,4609,16706393.0,15476235.42,1002383.58,227774.0,1832803.24,3624.73,8
DXB-YUL,Star Air,XX,6,June,Q2,2025,17559,16400785.0,15201143.9,984047.1,215594.0,1638034.7,934.04,9
DXB-BKK,Star Air,XX,6,June,Q2,2025,7297,15348517.0,13928032.98,920911.02,499573.0,3101970.26,2103.4,10
ORD-DXB,Star Air,XX,6,June,Q2,2025,3923,14295033.51672,13101571.4379658,857702.0110032,335760.067764,1581561.62598642,3643.9,11
BKK-DXB,Star Air,XX,6,June,Q2,2025,6616,13758341.110154,12758306.2530966,825500.46660924,174534.390446,2741978.58064267,2079.56,12
IAH-DXB,Star Air,XX,6,June,Q2,2025,3132,11370290.475257,10448693.9963682,682217.42851542,239379.050388,1160490.69352744,3630.36,13
JFK-DXB,Star Air,XX,6,June,Q2,2025,2301,10108789.633979,9286745.7048531,606527.37803874,215516.551075,1024430.15217878,4393.22,14
SIN-DXB,Star Air,XX,6,June,Q2,2025,7422,9952315.342846,9143376.1583436,597138.92057076,211800.263929,1165056.95105622,1340.92,15
DXB-IAH,Star Air,XX,6,June,Q2,2025,2618,9481362.0,8774433.28,568881.72,138047.0,956970.48,3621.61,16
DXB-SIN,Star Air,XX,6,June,Q2,2025,6548,8960834.0,8303128.96,537650.04,120055.0,1050996.4,1368.48,17
DFW-DXB,Star Air,XX,6,June,Q2,2025,1951,8738273.65185,8052892.7898266,524296.419111,161084.442901,876068.53637599,4478.87,18
DXB-JFK,Star Air,XX,6,June,Q2,2025,2017,8716186.0,8064873.84,522971.16,128341.0,843974.26,4321.36,19
CPT-DXB,Star Air,XX,6,June,Q2,2025,3759,8625750.442141,7996873.8079292,517545.02652846,111331.607683,847202.1704677,2294.69,20
DXB-CPT,Star Air,XX,6,June,Q2,2025,3478,8011474.0,7340474.56,480688.44,190311.0,791090.17,2303.47,21
DXB-MIL,Star Air,XX,6,June,Q2,2025,5807,7980183.0,7405741.02,478810.98,95631.0,729816.02,1374.24,22
DXB-DFW,Star Air,XX,6,June,Q2,2025,1748,7754698.0,7181899.12,465281.88,107517.0,784916.93,4436.33,23
MRU-DXB,Star Air,XX,6,June,Q2,2025,3652,7539344.562524,6996960.6716551,452360.67375144,90023.217116,585183.117547,2064.44,24
MIL-DXB,Star Air,XX,6,June,Q2,2025,5176,7160218.352708,6546216.8732522,429613.10116248,184388.378286,648202.28146493,1383.35,25
DXB-CDG,Star Air,XX,6,June,Q2,2025,2365,6958591.0,6447369.54,417515.46,93706.0,657602.94,2942.32,26
DXB-COK,Star Air,XX,6,June,Q2,2025,7602,6938665.0,6020253.1,416319.9,502092.0,681051.9,912.74,27
DXB-MRU,Star Air,XX,6,June,Q2,2025,3327,6832903.0,6108853.82,409974.18,314075.0,543017.33,2053.77,28
YYZ-DXB,Star Air,XX,6,June,Q2,2025,1637,6709990.777093,6170727.1325612,402599.44662558,136664.197904,738112.01305128,4098.96,29
CCU-DXB,Star Air,XX,6,June,Q2,2025,6442,6650344.153732,6173469.5086059,399020.64922392,77853.995902,533101.37123602,1032.34,30
COK-DXB,Star Air,XX,6,June,Q2,2025,7524,6635131.182885,6149880.1805015,398107.8709731,87143.131408,635621.40456999,881.86,31
LHE-DXB,Star Air,XX,6,June,Q2,2025,6901,6562498.69702,6085354.3596417,393749.9218212,83394.415556,612276.76125403,950.95,32
CDG-DXB,Star Air,XX,6,June,Q2,2025,2190,6495585.066135,5958594.1644456,389735.1039681,147255.797716,599880.42178071,2966.02,33
DXB-CCU,Star Air,XX,6,June,Q2,2025,5652,5916880.0,5074146.2,355012.8,487721.0,471536.28,1046.86,34
DXB-YYZ,Star Air,XX,6,June,Q2,2025,1333,5733622.0,5312297.68,344017.32,77307.0,630698.15,4301.29,35
LHR-DXB,Star Air,XX,6,June,Q2,2025,3201,5287045.708693,4823618.6174256,317222.74252158,146204.34875,406556.57864699,1651.69,36
DXB-LHE,Star Air,XX,6,June,Q2,2025,5507,5264328.0,3750971.32,315859.68,1197497.0,483748.09,955.93,37
DXB-ZRH,Star Air,XX,6,June,Q2,2025,1617,5015413.0,4648325.22,300924.78,66163.0,371791.74,3101.68,38
DXB-LHR,Star Air,XX,6,June,Q2,2025,2680,4396799.0,4075609.06,263807.94,57382.0,329390.34,1640.6,39
ZRH-DXB,Star Air,XX,6,June,Q2,2025,1408,4256068.262335,3895224.575499,255364.0957401,105479.591093,316605.06787655,3022.78,40
DXB-PEW,Star Air,XX,6,June,Q2,2025,3032,4107982.0,3130433.08,246478.92,731070.0,301220.57,1354.88,41
DXB-AKL,Star Air,XX,6,June,Q2,2025,1448,3384980.0,3142546.2,203098.8,39335.0,526422.64,2337.69,42
DUB-DXB,Star Air,XX,6,June,Q2,2025,799,3360343.403614,3100811.6122925,201620.60421684,57911.187104,980981.73930603,4205.69,43
SIN-MEL,Star Air,XX,6,June,Q2,2025,844,3290962.858252,3058998.2557349,197457.77149512,34506.831022,1376149.25588438,3899.25,44
AKL-DXB,Star Air,XX,6,June,Q2,2025,1403,3282582.158544,3027275.0985599,196954.92951264,58352.130472,524134.53018695,2339.69,45
DXB-DUB,Star Air,XX,6,June,Q2,2025,803,3277329.0,3023146.26,196639.74,57543.0,589918.63,4081.36,46
DXB-CHC,Star Air,XX,6,June,Q2,2025,2980,3186357.0,2950425.58,191181.42,44750.0,494846.81,1069.25,47
PEW-DXB,Star Air,XX,6,June,Q2,2025,2277,3182008.405293,2947729.039336,190920.50431758,43358.861641,226539.46949538,1397.46,48
DXB-MAA,Star Air,XX,6,June,Q2,2025,3530,3166244.0,2757497.36,189974.64,218772.0,348285.36,896.95,49
MAA-DXB,Star Air,XX,6,June,Q2,2025,3532,3109778.921977,2887315.6433339,186586.73531862,35876.543327,342073.35070249,880.46,50
CHC-DXB,Star Air,XX,6,June,Q2,2025,2879,3063078.116481,2826116.8625262,183784.68698886,53176.56697,473186.65977767,1063.94,51
HAN-DXB,Star Air,XX,6,June,Q2,2025,1528,2575027.617582,2387351.7672928,154501.65705492,33174.193235,412004.41879115,1685.23,52
DXB-HAN,Star Air,XX,6,June,Q2,2025,1294,2174265.0,-38760792.9,130455.9,40804602.0,347881.79,1680.27,53
FRA-DXB,Star Air,XX,6,June,Q2,2025,773,2159095.090813,1975185.1898344,129545.70544878,54364.195531,215904.96020437,2793.14,54
DXB-GVA,Star Air,XX,6,June,Q2,2025,908,2129676.0,1943417.44,127780.56,58478.0,234265.11,2345.46,55
KHI-DXB,Star Air,XX,6,June,Q2,2025,2164,2099736.941352,1947889.7966932,125984.21648112,25862.928177,224307.58751639,970.3,56
DXB-FRA,Star Air,XX,6,June,Q2,2025,668,1923749.0,1775960.06,115424.94,32364.0,192375.88,2879.86,57
MEL-SIN,Star Air,XX,6,June,Q2,2025,464,1889398.33604,1729893.8380172,113363.9001624,46140.59786,340089.48725517,4071.98,58
DXB-KHI,Star Air,XX,6,June,Q2,2025,1891,1860349.0,1362866.06,111620.94,385862.0,197413.36,983.79,59
DXB-DEL,Star Air,XX,6,June,Q2,2025,1651,1548589.0,1348446.66,92915.34,107227.0,170344.94,937.97,60
DEL-DXB,Star Air,XX,6,June,Q2,2025,1563,1479566.387571,1367589.7811698,88773.98325426,23202.623145,162752.30898501,946.62,61
BOM-DXB,Star Air,XX,6,June,Q2,2025,1519,1464639.080888,1358634.0447288,87878.34485328,18126.691306,147364.39567652,964.21,62
DXB-BOM,Star Air,XX,6,June,Q2,2025,1488,1425238.0,1227706.72,85514.28,112017.0,144457.8,957.82,63
SVO-DXB,Star Air,XX,6,June,Q2,2025,867,1372828.438802,1273882.5296728,82369.70632812,16576.202801,123554.48600049,1583.42,64
GVA-DXB,Star Air,XX,6,June,Q2,2025,572,1311302.607685,1216141.1591565,78678.1564611,16483.292069,172696.99388024,2292.49,65
KUL-DXB,Star Air,XX,6,June,Q2,2025,946,1073334.419746,996468.0406957,64400.06518476,12466.313865,147027.8149663,1134.6,66
DXB-SVO,Star Air,XX,6,June,Q2,2025,632,926870.0,812785.8,55612.2,58472.0,83418.26,1466.57,67
HYD-DXB,Star Air,XX,6,June,Q2,2025,908,867793.63546,803332.1860174,52067.6181276,12393.831315,43389.72446212,955.72,68
CMB-DXB,Star Air,XX,6,June,Q2,2025,844,865523.073112,801585.7906485,51931.38438672,12005.898076,14905.45989636,1025.5,69
DXB-LGW,Star Air,XX,6,June,Q2,2025,915,842903.0,739528.82,50574.18,52800.0,50574.42,921.21,70
JNB-DXB,Star Air,XX,6,June,Q2,2025,862,824557.136141,765608.4993113,49473.42816846,9475.208661,112305.98175724,956.56,71
DXB-JNB,Star Air,XX,6,June,Q2,2025,748,728925.0,532408.5,43735.5,152781.0,43735.89,974.5,72
MIL-JFK,Star Air,XX,6,June,Q2,2025,757,718139.867291,610079.1341534,43088.39203746,64972.341103,95075.89758499,948.67,73
DXB-CMB,Star Air,XX,6,June,Q2,2025,688,709693.0,599768.42,42581.58,67343.0,42580.55,1031.53,74
DXB-MUC,Star Air,XX,6,June,Q2,2025,754,701669.0,620230.86,42100.14,39338.0,70166.8,930.6,75
SYD-KUL,Star Air,XX,6,June,Q2,2025,658,688934.431993,634862.0687776,41336.06591958,12736.297296,155827.01208751,1047.01,76
DXB-HYD,Star Air,XX,6,June,Q2,2025,715,672292.0,575365.48,40337.52,56589.0,33614.23,940.27,77
DXB-ADD,Star Air,XX,6,June,Q2,2025,685,642700.0,524565.0,38562.0,79573.0,38562.64,938.25,78
JFK-MIL,Star Air,XX,6,June,Q2,2025,680,627049.93163,581922.2584787,37622.9958978,7504.677254,84543.12618736,922.13,79
BHX-DXB,Star Air,XX,6,June,Q2,2025,636,590723.108313,546718.9349094,35443.38649878,8560.786903,78095.17142568,928.81,80
ADD-DXB,Star Air,XX,6,June,Q2,2025,683,558526.86048,516118.3101312,33511.6116288,8896.93872,73711.9089648,817.76,81
DXB-KUL,Star Air,XX,6,June,Q2,2025,521,557672.0,478513.68,33460.32,45698.0,33460.87,1070.39,82
KUL-SYD,Star Air,XX,6,June,Q2,2025,493,508649.168599,471211.7363611,30518.95011594,6918.482122,78869.66713345,1031.74,83
MUC-DXB,Star Air,XX,6,June,Q2,2025,549,487851.061887,453063.9065493,29271.06371322,5516.091622,66961.65021171,888.62,84
LGW-DXB,Star Air,XX,6,June,Q2,2025,537,472364.301565,437277.6013948,28341.8580939,6744.842075,64106.85242411,879.64,85
DXB-BHX,Star Air,XX,6,June,Q2,2025,429,372161.0,306904.34,22329.66,42927.0,37216.18,867.51,86
MUC-HAN,Star Air,XX,6,June,Q2,2025,1,2822.894644,2653.5209654,169.37367864,0.0,338.5728352,2822.89,87
FRA-HAN,Star Air,XX,6,June,Q2,2025,1,2459.120164,2311.5729542,147.54720984,0.0,245.99344422,2459.12,88
ORD-HAN,Star Air,XX,6,June,Q2,2025,1,2356.674132,2215.2736841,141.40044792,0.0,306.40570944,2356.67,89
HAN-SVO,Star Air,XX,6,June,Q2,2025,1,1747.48464,1642.6355616,104.8490784,0.0,227.17300608,1747.48,90
MEL-HAN,Star Air,XX,6,June,Q2,2025,1,1458.31067,1012.4136448,87.4986402,358.398385,262.61950625,1458.31,91
KUL-LHE,Star Air,XX,6,June,Q2,2025,1,1397.973,1314.09462,83.87838,0.0,139.78917225,1397.97,92
HYD-HAN,Star Air,XX,6,June,Q2,2025,1,896.895486,843.0817568,53.81372916,0.0,116.59381524,896.9,93
MEL-DXB,Star Air,XX,7,July,Q3,2025,9514,38145606.271581,35054156.9144877,2288736.37629486,802712.980793,7097061.74186427,4009.42,1
DXB-MEL,Star Air,XX,7,July,Q3,2025,8495,33341146.0,30914844.24,2000468.76,425833.0,6223959.29,3924.8,2
DXB-BNE,Star Air,XX,7,July,Q3,2025,16479,30206439.0,28014612.66,1812386.34,379440.0,5564209.25,1833.03,3
SYD-DXB,Star Air,XX,7,July,Q3,2025,11820,28835466.149569,26529709.4008824,1730127.96897414,575628.779718,5303961.12078714,2439.55,4
DXB-SYD,Star Air,XX,7,July,Q3,2025,11214,27457338.0,25464487.72,1647440.28,345410.0,5089426.5,2448.49,5
BNE-DXB,Star Air,XX,7,July,Q3,2025,13739,25322148.463586,23293003.9599415,1519328.90781516,509815.595833,4641066.95068061,1843.09,6
DXB-YUL,Star Air,XX,7,July,Q3,2025,19075,17665251.0,16383475.94,1059915.06,221860.0,1767252.02,926.09,7
YUL-DXB,Star Air,XX,7,July,Q3,2025,18900,17552066.624309,16131413.5082315,1053123.99745854,367529.118519,1750916.93033149,928.68,8
DXB-BKK,Star Air,XX,7,July,Q3,2025,7278,14929691.0,13342994.54,895781.46,690915.0,3014662.42,2051.35,9
DXB-ORD,Star Air,XX,7,July,Q3,2025,4264,14853144.0,13783571.36,891188.64,178384.0,1628298.59,3483.38,10
BKK-DXB,Star Air,XX,7,July,Q3,2025,7178,14453785.603684,13404861.6738246,867227.13622104,181696.793642,2890961.69943815,2013.62,11
ORD-DXB,Star Air,XX,7,July,Q3,2025,3704,13176765.219613,12062952.8426761,790605.91317678,323206.463746,1449161.30326369,3557.44,12
IAH-DXB,Star Air,XX,7,July,Q3,2025,3465,11940911.84023,10916385.0569084,716454.7104138,308072.072894,1216360.2693671,3446.15,13
JFK-DXB,Star Air,XX,7,July,Q3,2025,2693,11428675.986184,10481944.9054227,685720.55917104,261010.521599,1147028.02143794,4243.85,14
SIN-DXB,Star Air,XX,7,July,Q3,2025,7475,9847927.43479,9037170.6031176,590875.6460874,219881.185542,1153099.62708704,1317.45,15
DXB-SIN,Star Air,XX,7,July,Q3,2025,6824,9420960.0,8725634.4,565257.6,130068.0,1104022.74,1380.56,16
DFW-DXB,Star Air,XX,7,July,Q3,2025,2080,9084976.902062,8342662.8190376,545098.61412372,197215.468892,911493.7419354,4367.78,17
CPT-DXB,Star Air,XX,7,July,Q3,2025,3790,8624834.040756,8005048.8386797,517490.04244536,102295.15963,853215.65985619,2275.68,18
DXB-JFK,Star Air,XX,7,July,Q3,2025,1993,8408738.0,7796519.72,504524.28,107694.0,833471.68,4219.14,19
DXB-IAH,Star Air,XX,7,July,Q3,2025,2355,8105509.0,7518838.46,486330.54,100340.0,821569.56,3441.83,20
DXB-CPT,Star Air,XX,7,July,Q3,2025,3414,7794714.0,7124293.16,467682.84,202738.0,754672.86,2283.16,21
MRU-DXB,Star Air,XX,7,July,Q3,2025,3765,7788286.549764,7226185.1815068,467297.19298584,94804.175273,598227.77856832,2068.6,22
DXB-DFW,Star Air,XX,7,July,Q3,2025,1777,7687100.0,7126517.0,461226.0,99357.0,777247.61,4325.89,23
DXB-MIL,Star Air,XX,7,July,Q3,2025,5372,7192562.0,6666085.28,431553.72,94923.0,648678.89,1338.9,24
COK-DXB,Star Air,XX,7,July,Q3,2025,8244,7167729.508262,6652463.4617997,430063.77049572,85202.275968,685730.4115012,869.45,25
DXB-COK,Star Air,XX,7,July,Q3,2025,7930,6982484.0,5839429.96,418949.04,724105.0,684407.6,880.52,26
MIL-DXB,Star Air,XX,7,July,Q3,2025,5329,6859362.727457,6258510.5249264,411561.76364742,189290.438935,627151.85069599,1287.18,27
LHE-DXB,Star Air,XX,7,July,Q3,2025,7090,6709569.104621,6230832.5562773,402574.14627726,76162.402068,617452.79408258,946.34,28
