Sale_Date,month_name,quarter_label,year,Carrier_Number,Carrier_Name,Carrier_Code,Origin_Airport_Code,Origin_Airport_Name,Destination_Airport_Code,Destination_Airport_Name,Route,Agent_Code,Agent_Name,Agent_Location_Type,Booking_Class_Code,Booking_Class_Description,Class_of_Travel,Original_Currency,Total_Tickets_Sold,Gross_Fare_AED,Net_Fare_AED,Total_Tax_AED,Commission_Amount_AED,Discount_Amount_AED,Avg_Ticket_Value_AED
2025-04-03,April,Q2,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758318,HTMS Italia,GSA,L,Economy,Y,EUR,15,17620.158282,16443.5170753,1493.09542785,1057.20949692,119.43171,1174.68
2025-04-03,April,Q2,2025,888,Star Air,XX,FRA,Frankfurt Airport (FRA),DXB,Dubai International Airport,FRA-DXB,6243227,Everest Travel GmbH,BSP,H,Economy,Y,EUR,3,8244.769047,7750.0829041,824.59633641,494.68614282,0.0,2748.26
2025-04-03,April,Q2,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),MIL,Milan–Malpensa Airport,JFK-MIL,9352267,Hermes I Tickets Pvt. Ltd.,BSP,M,Economy,Y,USD,1,942.222316,885.688977,141.3333474,56.53333896,0.0,942.22
2025-04-03,April,Q2,2025,888,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,6910215,Friends Travel Pty Ltd,GSA,K,Economy,Y,AUD,21,81810.07756,75681.1434604,14959.2682896,4908.6046536,1220.329446,3895.72
2025-04-03,April,Q2,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877334,Club Voyages Universel,GSA,N,Economy,Y,CAD,17,16664.90796,15263.6509224,1637.5592448,999.8944776,401.36256,980.29
2025-04-03,April,Q2,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671317,G2A Camas Ltd,BSP,G,Economy,Y,MUR,8,16610.052914,15168.9228642,1046.71419554,996.60317484,444.526875,2076.26
2025-04-03,April,Q2,2025,888,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,6818339,Al Ibrahim Travel & Tours,BSP,L,Economy,Y,CAD,5,22336.94136,20996.7248784,2457.0635496,1340.2164816,0.0,4467.39
2025-04-03,April,Q2,2025,888,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,4976330,Rehman Travels,BSP,N,Economy,Y,PKR,11,10661.59586,10021.9001083,997.4475673,639.6957516,0.0,969.24
2025-04-03,April,Q2,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752276,Lake Shore Travel,GSA,N,Economy,Y,USD,7,23289.989448,21532.4356051,2627.52698824,1397.39936688,360.154476,3327.14
2025-04-03,April,Q2,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877334,Club Voyages Universel,GSA,Y,Economy,Y,CAD,20,19357.3818,17805.725292,1945.0475616,1161.442908,390.2136,967.87
2025-04-03,April,Q2,2025,888,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,6910216,Buddha Travel & Tours,GSA,H,Economy,Y,AUD,25,96752.165228,89287.0840804,17933.2844198,5805.12991368,1659.951234,3870.09
2025-04-03,April,Q2,2025,888,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,4975328,Jazz Mosafir,GSA,Y,Economy,Y,PKR,5,6854.07721,6303.1850524,453.13956965,411.2446326,139.647525,1370.82
2025-04-03,April,Q2,2025,888,Star Air,XX,HAN,Noi Bai International Airport,DXB,Dubai International Airport,HAN-DXB,9762245,Buffalo Tours,BSP,H,Economy,Y,VND,3,4788.368022,4331.3667886,766.13888904,287.30208132,169.699152,1596.12
2025-04-03,April,Q2,2025,888,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,6910216,Buddha Travel & Tours,GSA,S,Economy,Y,AUD,16,61880.556504,57831.6903676,11307.27451232,3712.83339024,336.032746,3867.53
2025-04-03,April,Q2,2025,888,Star Air,XX,LHR,Heathrow Airport,DXB,Dubai International Airport,LHR-DXB,5145234,TUI Holiday Store,GSA,O,Economy,Y,GBP,4,6204.2771,5832.020474,432.6200438,372.256626,0.0,1551.07
2025-04-03,April,Q2,2025,888,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,4974324,The Planet Travels & Tours,GSA,Q,Economy,Y,PKR,5,4505.606774,4235.2703676,476.78328871,270.33640644,0.0,901.12
2025-04-03,April,Q2,2025,888,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,9352268,Parveen Travels Pvt. Ltd.,GSA,A,First Class,F,INR,1,10164.823872,9554.9344397,1118.12934528,609.88943232,0.0,10164.82
2025-04-03,April,Q2,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877333,Voyages Malavoy,BSP,Y,Economy,Y,CAD,14,13523.68848,12528.3093312,1343.9513832,811.4213088,183.95784,965.98
2025-04-03,April,Q2,2025,888,Star Air,XX,FRA,Frankfurt Airport (FRA),DXB,Dubai International Airport,FRA-DXB,6243229,ITO Frankfurt Hans Gerzymisch GmbH,GSA,S,Economy,Y,EUR,4,10999.660491,9786.3139385,1099.9660491,659.97962946,553.366923,2749.92
2025-04-03,April,Q2,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),MIL,Milan–Malpensa Airport,JFK-MIL,9352269,Deepa Travels Madras Pvt. Ltd.,GSA,B,Economy,Y,USD,1,942.222316,885.688977,179.02224004,56.53333896,0.0,942.22
2025-04-03,April,Q2,2025,888,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,4975328,Jazz Mosafir,GSA,S,Economy,Y,PKR,4,5090.957553,4648.1902268,369.93533174,305.45745318,137.309873,1272.74
2025-04-03,April,Q2,2025,888,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,6818342,Fareconnect Toronto,BSP,L,Economy,Y,CAD,4,17464.84584,15951.4860096,1921.3281492,1047.8907504,465.46908,4366.21
2025-04-03,April,Q2,2025,888,Star Air,XX,ZRH,Zurich Airport (ZRH),DXB,Dubai International Airport,ZRH-DXB,6620338,Kuoni Tumlare,GSA,Y,Economy,Y,CHF,5,14102.57664,13256.4220416,1006.42519552,846.1545984,0.0,2820.52
2025-04-03,April,Q2,2025,888,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,4975326,Makkah Group of Travels,BSP,S,Economy,Y,PKR,3,4176.704574,3798.9449036,250.60186671,250.60227444,127.157396,1392.23
2025-04-03,April,Q2,2025,888,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,6818339,Al Ibrahim Travel & Tours,BSP,C,Business Class,J,CAD,1,18933.72132,17797.6980408,2082.76509,1136.0232792,0.0,18933.72
2025-04-03,April,Q2,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758320,Evolution Srl,GSA,N,Economy,Y,EUR,10,11477.387331,10669.312381,1085.51481219,688.64323986,119.43171,1147.74
2025-04-03,April,Q2,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671316,Ground 2 Air Ltd,BSP,M,Economy,Y,MUR,14,29634.887919,27030.4883319,2405.98175662,1778.09327514,826.306312,2116.78
2025-04-03,April,Q2,2025,888,Star Air,XX,HAN,Noi Bai International Airport,DXB,Dubai International Airport,HAN-DXB,9762244,Ambassador DMC,GSA,M,Economy,Y,VND,4,6239.219982,5720.988673,998.27521368,374.35319892,143.87811,1559.8
2025-04-03,April,Q2,2025,888,Star Air,XX,LHR,Heathrow Airport,DXB,Dubai International Airport,LHR-DXB,5145231,The Palm Travel & Tourism Ltd,GSA,C,Business Class,J,GBP,1,3974.46924,3736.0010856,198.6768133,238.4681544,0.0,3974.47
2025-04-03,April,Q2,2025,888,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,4974325,Expolanka Pakistan Pvt Ltd,GSA,M,Economy,Y,PKR,2,1809.315466,1700.7565381,190.22942152,108.55892796,0.0,904.66
2025-04-03,April,Q2,2025,888,Star Air,XX,LHR,Heathrow Airport,DXB,Dubai International Airport,LHR-DXB,5145231,The Palm Travel & Tourism Ltd,GSA,O,Economy,Y,GBP,3,4566.90773,4292.8932662,293.6069178,274.0144638,0.0,1522.3
2025-04-03,April,Q2,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671316,Ground 2 Air Ltd,BSP,G,Economy,Y,MUR,12,23844.500602,22003.9175169,1730.80588915,1430.67003612,409.913049,1987.04
2025-04-03,April,Q2,2025,888,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,4976331,American Travels,GSA,S,Economy,Y,PKR,11,10161.474242,9348.8177935,1020.02262603,609.68845452,202.967994,923.77
2025-04-03,April,Q2,2025,888,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,6766298,Amazing Outlooks Travel Agency,BSP,N,Economy,Y,USD,3,9840.58442,9250.1493549,941.89490284,590.4350652,0.0,3280.19
2025-04-03,April,Q2,2025,888,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,9352268,Parveen Travels Pvt. Ltd.,GSA,O,Economy,Y,INR,4,3321.169088,3121.8989427,365.32731904,199.27014528,0.0,830.29
2025-04-03,April,Q2,2025,888,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,6818342,Fareconnect Toronto,BSP,K,Economy,Y,CAD,3,13041.49596,12259.0062024,1434.7039176,782.4897576,0.0,4347.17
2025-04-03,April,Q2,2025,888,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,6818340,St Clair Travel Agency,BSP,M,Economy,Y,CAD,4,18105.91104,17019.5563776,1991.8453212,1086.3546624,0.0,4526.48
2025-04-03,April,Q2,2025,888,Star Air,XX,ADD,Addis Ababa Bole International Airport,DXB,Dubai International Airport,ADD-DXB,4976329,Bliss Travels & Tours,GSA,K,Economy,Y,ETB,2,1377.918,1295.24292,181.849836,82.67508,0.0,688.96
2025-04-03,April,Q2,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034273,Ohio Express International Pte Ltd,BSP,I,Business Class,J,SGD,1,6555.319801,6162.0006129,786.61180409,393.31918806,0.0,6555.32
2025-04-03,April,Q2,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752276,Lake Shore Travel,GSA,S,Economy,Y,USD,8,25225.365016,23020.637555,2701.84977556,1513.52190096,691.20556,3153.17
2025-04-03,April,Q2,2025,888,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,9369311,Innovative Vacations,BSP,K,Economy,Y,INR,11,10554.053056,9735.4585766,850.03589888,633.24318336,185.351296,959.46
2025-04-03,April,Q2,2025,888,Star Air,XX,SVO,Sheremetyevo International Airport,DXB,Dubai International Airport,SVO-DXB,5024253,Grand Russia,BSP,G,Economy,Y,RUB,1,1531.453734,1439.56651,137.82935274,91.88722404,0.0,1531.45
2025-04-03,April,Q2,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671316,Ground 2 Air Ltd,BSP,K,Economy,Y,MUR,9,19277.609299,17890.8261172,1404.25289056,1156.65655794,230.126624,2141.96
2025-04-03,April,Q2,2025,888,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,4975327,Duke Travels,BSP,H,Economy,Y,PKR,6,7775.54701,7309.0141894,557.78388188,466.5328206,0.0,1295.92
2025-04-03,April,Q2,2025,888,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,4976330,Rehman Travels,BSP,K,Economy,Y,PKR,2,1872.676708,1760.3161055,149.81440846,112.36060248,0.0,936.34
2025-04-03,April,Q2,2025,888,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,4974323,CITI Travels (PVT) Ltd,GSA,Y,Economy,Y,PKR,3,2961.709947,2784.0073502,316.26691912,177.70259682,0.0,987.24
2025-04-03,April,Q2,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,6750147,Lea Rufo,GSA,S,Economy,Y,USD,6,24596.004164,22705.5205781,2581.07069876,1475.76024984,414.723336,4099.33
2025-04-03,April,Q2,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752276,Lake Shore Travel,GSA,O,Economy,Y,USD,8,26542.293504,24949.7558939,2850.53172944,1592.53761024,0.0,3317.79
2025-04-03,April,Q2,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671317,G2A Camas Ltd,BSP,K,Economy,Y,MUR,11,23267.445448,21051.4145691,1839.29336448,1396.04672688,819.984152,2115.22
2025-04-03,April,Q2,2025,888,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,6818341,Grand Travel,GSA,G,Economy,Y,CAD,3,13824.7104,12995.227776,1520.9689956,829.482624,0.0,4608.24
2025-04-03,April,Q2,2025,888,Star Air,XX,FRA,Frankfurt Airport (FRA),DXB,Dubai International Airport,FRA-DXB,6243227,Everest Travel GmbH,BSP,O,Economy,Y,EUR,3,8316.428073,7817.4423886,831.52337559,498.98568438,0.0,2772.14
2025-04-03,April,Q2,2025,888,Star Air,XX,BOM,Chhatrapati Shivaji Maharaj International Airport,DXB,Dubai International Airport,BOM-DXB,9350174,Arago Travels,BSP,B,Economy,Y,INR,3,2439.704576,2210.9771494,234.95560576,146.38227456,82.345152,813.23
2025-04-03,April,Q2,2025,888,Star Air,XX,FRA,Frankfurt Airport (FRA),DXB,Dubai International Airport,FRA-DXB,6243227,Everest Travel GmbH,BSP,V,Economy,Y,EUR,3,8439.84084,7933.4503895,843.5859783,506.3904504,0.0,2813.28
2025-04-03,April,Q2,2025,888,Star Air,XX,SVO,Sheremetyevo International Airport,DXB,Dubai International Airport,SVO-DXB,5024253,Grand Russia,BSP,Y,Economy,Y,RUB,2,2714.957679,2552.0602183,244.34619111,162.89746074,0.0,1357.48
2025-04-03,April,Q2,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877333,Voyages Malavoy,BSP,M,Economy,Y,CAD,13,12074.32368,11257.8853392,1218.0517524,724.4594208,91.97892,928.79
2025-04-03,April,Q2,2025,888,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,4976330,Rehman Travels,BSP,O,Economy,Y,PKR,11,10347.888398,9626.6727411,1055.09624018,620.87330388,100.342353,940.72
2025-04-03,April,Q2,2025,888,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,9352269,Deepa Travels Madras Pvt. Ltd.,GSA,H,Economy,Y,INR,4,3278.22496,2926.0617664,360.5983424,196.6934976,155.469696,819.56
2025-04-03,April,Q2,2025,888,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,6818339,Al Ibrahim Travel & Tours,BSP,Q,Economy,Y,CAD,4,15945.80004,14626.7108376,1754.010132,956.7480024,362.3412,3986.45
2025-04-03,April,Q2,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034273,Ohio Express International Pte Ltd,BSP,H,Economy,Y,SGD,12,14314.352561,13237.6007614,1682.46122351,858.86115366,217.890646,1192.86
2025-04-03,April,Q2,2025,888,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,4974325,Expolanka Pakistan Pvt Ltd,GSA,S,Economy,Y,PKR,6,5759.159068,5206.6457759,604.67799646,345.54954408,206.963748,959.86
2025-04-03,April,Q2,2025,888,Star Air,XX,DUB,Dublin Airport (DUB),DXB,Dubai International Airport,DUB-DXB,6910216,Buddha Travel & Tours,GSA,H,Economy,Y,EUR,2,7476.425046,7027.8395432,2182.13677341,448.58550276,0.0,3738.21
2025-04-03,April,Q2,2025,888,Star Air,XX,FRA,Frankfurt Airport (FRA),DXB,Dubai International Airport,FRA-DXB,6243228,TAL Aviation,BSP,Y,Economy,Y,EUR,4,10657.289589,9735.1971667,1065.41047434,639.43737534,282.655047,2664.32
2025-04-03,April,Q2,2025,888,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,6766298,Amazing Outlooks Travel Agency,BSP,S,Economy,Y,USD,7,22293.198272,20660.9345316,2353.26389788,1337.59189632,294.671844,3184.74
2025-04-03,April,Q2,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758319,CIU Travel,BSP,G,Economy,Y,EUR,6,7333.106994,6411.4126772,709.06606227,439.98641964,481.707897,1222.18
2025-04-03,April,Q2,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,6750146,Matthew Stein,GSA,B,Economy,Y,USD,6,23035.334768,21307.6119019,2420.41997492,1382.12008608,345.60278,3839.22
2025-04-03,April,Q2,2025,888,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,9352268,Parveen Travels Pvt. Ltd.,GSA,V,Economy,Y,INR,6,5033.9824,4656.6418239,553.73422208,302.038944,75.301632,839.0
2025-04-03,April,Q2,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034274,Malca-Amit Singapore Pte Ltd.,BSP,Y,Economy,Y,SGD,15,17869.690175,16425.5003443,2087.07352432,1072.1814105,372.00842,1191.31
2025-04-03,April,Q2,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752277,Global Travel Collection,BSP,S,Economy,Y,USD,6,19280.9972,17174.6392039,2152.85066472,1156.859832,949.498164,3213.5
2025-04-03,April,Q2,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877335,Voyages CAA-Québec,BSP,B,Economy,Y,CAD,19,18696.80592,17290.6990848,1864.8865392,1121.8083552,284.29848,984.04
2025-04-03,April,Q2,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671317,G2A Camas Ltd,BSP,Q,Economy,Y,MUR,9,19798.713337,18610.7905368,1438.18550382,1187.92280022,0.0,2199.86
2025-04-03,April,Q2,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758319,CIU Travel,BSP,O,Economy,Y,EUR,6,7074.338289,6649.8779916,610.09698525,424.46029734,0.0,1179.06
2025-04-03,April,Q2,2025,888,Star Air,XX,ADD,Addis Ababa Bole International Airport,DXB,Dubai International Airport,ADD-DXB,4976331,American Travels,GSA,C,Business Class,J,ETB,1,2678.2704,2517.574176,353.467716,160.696224,0.0,2678.27
2025-04-03,April,Q2,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752277,Global Travel Collection,BSP,Q,Economy,Y,USD,4,12845.509644,12074.7790653,1412.86054388,770.73057864,0.0,3211.38
2025-04-03,April,Q2,2025,888,Star Air,XX,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB,Dubai International Airport,HYD-DXB,9364291,Global Travels,GSA,K,Economy,Y,INR,1,981.39712,922.5132928,49.069856,58.8838272,0.0,981.4
2025-04-03,April,Q2,2025,888,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,4976331,American Travels,GSA,V,Economy,Y,PKR,14,12579.761645,11643.6448245,1124.58675136,754.7856987,181.331122,898.55
2025-04-03,April,Q2,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758318,HTMS Italia,GSA,S,Economy,Y,EUR,8,9295.768095,8634.5145274,859.86850143,557.7460857,103.507482,1161.97
2025-04-03,April,Q2,2025,888,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,4975326,Makkah Group of Travels,BSP,G,Economy,Y,PKR,4,5409.218,4944.636847,392.71683776,324.55308,140.028073,1352.3
2025-04-03,April,Q2,2025,888,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,4975328,Jazz Mosafir,GSA,O,Economy,Y,PKR,4,5525.774416,5060.3022371,400.30156713,331.54646496,133.925714,1381.44
2025-04-03,April,Q2,2025,888,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,6818342,Fareconnect Toronto,BSP,Y,Economy,Y,CAD,2,9052.95552,8509.7781888,995.8529796,543.1773312,0.0,4526.48
2025-04-03,April,Q2,2025,888,Star Air,XX,AKL,Auckland Airport,DXB,Dubai International Airport,AKL-DXB,4773322,Travel Managers,BSP,N,Economy,Y,NZD,6,14493.882708,13624.2497455,2246.01405324,869.63296248,0.0,2415.65
2025-04-03,April,Q2,2025,888,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,4671317,G2A Camas Ltd,BSP,B,Economy,Y,MUR,16,33744.212892,31493.6219256,2615.20731966,2024.65277352,225.938193,2109.01
2025-04-03,April,Q2,2025,888,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,6909214,MTA – Mobile Travel Agents,BSP,H,Economy,Y,AUD,55,138895.219388,127764.6020907,25630.17763098,8333.71316328,2796.904134,2525.37
2025-04-03,April,Q2,2025,888,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,4974323,CITI Travels (PVT) Ltd,GSA,L,Economy,Y,PKR,6,5771.200694,5329.9683353,616.70100279,346.27204164,94.960317,961.87
2025-04-03,April,Q2,2025,888,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,9352266,Ascon Travel Pvt. Ltd.,BSP,M,Economy,Y,INR,3,2408.88384,2179.6578175,264.97338048,144.5330304,84.692992,802.96
2025-04-03,April,Q2,2025,888,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,4974325,Expolanka Pakistan Pvt Ltd,GSA,O,Economy,Y,PKR,2,2092.864499,1967.2926291,219.70367958,125.57186994,0.0,1046.43
2025-04-03,April,Q2,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034273,Ohio Express International Pte Ltd,BSP,L,Economy,Y,SGD,24,28126.493755,26183.8126415,3297.72178315,1687.5896253,255.091488,1171.94
2025-04-03,April,Q2,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758320,Evolution Srl,GSA,M,Economy,Y,EUR,7,7902.398145,7109.7696963,712.68882414,474.1438887,318.48456,1128.91
2025-04-03,April,Q2,2025,888,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,9352269,Deepa Travels Madras Pvt. Ltd.,GSA,M,Economy,Y,INR,4,3447.69632,3240.8345408,379.2487296,206.8617792,0.0,861.92
2025-04-03,April,Q2,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,6750146,Matthew Stein,GSA,H,Economy,Y,USD,2,8381.776896,7482.3365663,921.70442464,502.90661376,396.533716,4190.89
2025-04-03,April,Q2,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,6750146,Matthew Stein,GSA,Q,Economy,Y,USD,10,40781.12804,38334.2603576,4257.86262884,2446.8676824,0.0,4078.11
2025-04-03,April,Q2,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758318,HTMS Italia,GSA,B,Economy,Y,EUR,7,8810.079141,8281.4743924,866.71591947,528.60474846,0.0,1258.58
2025-04-03,April,Q2,2025,888,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,7034273,Ohio Express International Pte Ltd,BSP,G,Economy,Y,SGD,22,26452.455865,24344.4967249,3112.83359841,1587.1473519,520.811788,1202.38
2025-04-03,April,Q2,2025,888,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,6766299,River Oaks Travel Agency,BSP,V,Economy,Y,USD,3,9575.015968,8640.360534,997.19134764,574.50095808,360.154476,3191.67
2025-04-03,April,Q2,2025,888,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,5758319,CIU Travel,BSP,K,Economy,Y,EUR,11,13300.711437,12375.2749267,1238.86512783,798.04268622,127.393824,1209.16
2025-04-03,April,Q2,2025,888,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,6752276,Lake Shore Travel,GSA,V,Economy,Y,USD,4,12809.130404,12040.5825797,1409.1498614,768.54782424,0.0,3202.28
2025-04-03,April,Q2,2025,888,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,6877334,Club Voyages Universel,GSA,S,Economy,Y,CAD,26,24143.07288,22599.7223472,2418.8783616,1448.5843728,94.76616,928.58
2025-04-03,April,Q2,2025,888,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,4976330,Rehman Travels,BSP,G,Economy,Y,PKR,13,12301.839286,11563.7289288,1058.49684429,738.11035716,0.0,946.3
2025-04-03,April,Q2,2025,888,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,6766298,Amazing Outlooks Travel Agency,BSP,Y,Economy,Y,USD,3,10226.204364,9612.6321021,950.9533336,613.57226184,0.0,3408.73
2025-04-03,April,Q2,2025,888,Star Air,XX,JNB,Tambo International Airport,DXB,Dubai International Airport,JNB-DXB,4974325,Expolanka Pakistan Pvt Ltd,GSA,N,Economy,Y,ZAR,3,2622.40674,2371.0276056,385.31840016,157.3444044,94.03473,874.14
2025-04-03,April,Q2,2025,888,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,6750146,Matthew Stein,GSA,K,Economy,Y,USD,3,13140.181488,12351.7705987,1320.85744592,788.41088928,0.0,4380.06
2025-04-03,April,Q2,2025,888,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,6766297,Vincent Vacations,BSP,S,Economy,Y,USD,8,27575.46392,25193.3512848,2793.3799434,1654.5278352,727.5848,3446.93
2025-04-03,April,Q2,2025,888,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,4975327,Duke Travels,BSP,K,Economy,Y,PKR,5,6458.117016,6070.6299951,449.09162621,387.48702096,0.0,1291.62
