Flight_Date,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Flight_no,Route,Origin_Airport_Name,Destination_Airport_Name,Flight_Details_Flag,Flight_Status,Carrier_Type,Passenger_Count,Coupon_Count,First_Class_Seats,Business_Class_Seats,Economy_Class_Seats,Total_Seats,Load_Factor_Pct,Starair_Revenue_AED,Starair_Net_Revenue_AED,Starair_Commission_AED,Starair_Discount_AED,Starair_Tax_AED,Starair_Tickets_Sold,Inward_Billed_Amount,Inward_Billed_Commission,Inward_Accepted_Amount,Inward_Accepted_Commission,Inward_Rejected_Amount,Inward_Rejected_Commission,Inward_Ticket_Count,Inward_Acceptance_Rate_Pct,Settlement_Sale_Value,Settlement_Billing_Value,Settlement_Invoice_Count,Settlement_Ticket_Count,Settlement_Variance
2025-08-24,August,Q3,2025,Star Air,XX,581,DXB-CCU,Dubai International Airport,Netaji Subhas Chandra Bose International Airport,Not Available,null,Star Air,238,238,null,null,null,0,null,null,null,null,null,null,null,2028760.00,121725.60,1724129.34,103447.86,304630.67,18277.74,2460,84.98,670522240.00,670522240.00,3114,9645,0.00
2026-03-10,March,Q1,2026,Star Air,XX,222,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,250,250,null,null,null,0,null,null,null,null,null,null,null,1707090.00,102425.40,1446088.67,86765.21,261001.33,15660.19,2849,84.71,63156501.00,63156501.00,841,1206,0.00
2026-02-11,February,Q1,2026,Star Air,XX,576,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,243,243,null,null,null,0,null,null,null,null,null,null,null,848440.00,50906.40,720975.63,43258.66,127464.37,7647.74,1412,84.98,100157527.00,100157527.00,1015,1520,0.00
2026-03-24,March,Q1,2026,Star Air,XX,197,DXB-BHX,Dubai International Airport,Birmingham,Available,Active,Star Air,235,235,8,33,290,331,71.00,235484.00000000,217825.9600000,14129.04000000,3529.00000000,23547.50000000,235,1445225.00,86713.50,1223839.51,73430.28,221385.49,13283.22,1962,84.68,108048493.00,108048493.00,821,1137,0.00
2025-04-27,April,Q2,2025,Star Air,XX,276,PEW-DXB,Bacha Khan International Airport,Dubai International Airport,Not Available,null,Star Air,249,249,null,null,null,0,null,null,null,null,null,null,null,1429380.00,85762.80,1210179.66,71567.02,219200.34,14195.78,2197,84.66,116580851.00,116580851.00,1361,2272,0.00
2025-11-03,November,Q4,2025,Star Air,XX,343,DXB-SYD,Dubai International Airport,Sydney Kingsford Smith Airport (SYD),Not Available,null,Star Air,238,238,null,null,null,0,null,null,null,null,null,null,null,436685.00,26201.10,367771.39,22066.39,68913.62,4134.71,983,84.22,674738704.00,674738704.00,3755,14362,0.00
2025-05-27,May,Q2,2025,Star Air,XX,694,DEL-DXB,Indira Gandhi International Airport,Dubai International Airport,Not Available,null,Star Air,259,259,null,null,null,0,null,null,null,null,null,null,null,1271400.00,76284.00,1073183.63,64391.19,198216.37,11892.81,1953,84.41,730188834.00,730188834.00,3810,14414,0.00
2025-10-30,October,Q4,2025,Star Air,XX,192,CHC-DXB,Christchurch Airport,Dubai International Airport,Available,Active,Star Air,231,231,8,24,295,327,70.64,231162.31212600,211313.7329147,13869.73872756,5978.84048400,34672.96898755,231,1601425.00,96085.50,1353026.79,81181.61,248398.21,14903.89,2381,84.49,899523364.00,899523364.00,3978,15917,0.00
2026-01-21,January,Q1,2026,Star Air,XX,367,ZRH-DXB,Zurich Airport (ZRH),Dubai International Airport,Not Available,null,Star Air,265,265,null,null,null,0,null,null,null,null,null,null,null,1611105.00,96666.30,1363687.32,81821.42,247417.69,14844.88,2403,84.64,205435812.00,205435812.00,1044,1569,0.00
2025-03-23,March,Q1,2025,Star Air,XX,153,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,259,259,6,36,296,338,76.63,443317.80731800,410698.5078893,26599.06843908,6020.23098900,84229.92800993,259,1263525.00,75811.50,1067083.72,64025.03,196441.29,11786.47,2013,84.45,99426972.00,99426972.00,1488,2693,0.00
2025-05-23,May,Q2,2025,Star Air,XX,285,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,251,251,10,30,295,335,74.93,494580.69791400,456679.4135302,29674.84187484,8226.44250900,93965.67349622,251,1339310.00,80358.60,1130327.59,67819.89,208982.41,12538.71,2489,84.40,728620962.00,728620962.00,3940,15322,0.00
2025-05-04,May,Q2,2025,Star Air,XX,685,LHR-DXB,Heathrow Airport,Dubai International Airport,Available,Active,Star Air,226,226,12,27,291,330,68.48,404728.04135800,376001.5388427,24283.68248148,4442.82003400,36423.74846807,226,1646470.00,98788.20,1391148.70,83468.80,255321.30,15319.40,2157,84.49,335758013.00,335758013.00,2104,4531,0.00
2025-11-13,November,Q4,2025,Star Air,XX,883,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,232,232,8,27,298,333,69.67,397030.43544500,365678.0287617,23821.82612670,7530.58055700,75435.65961703,232,1305540.00,78332.40,1105770.78,66346.28,199769.22,11986.12,2218,84.70,251869322.00,251869322.00,2638,7280,0.00
2026-02-17,February,Q1,2026,Star Air,XX,148,DXB-SIN,Dubai International Airport,Singapore Changi Airport (SIN),Not Available,null,Star Air,242,242,null,null,null,0,null,null,null,null,null,null,null,764110.00,45846.60,648655.51,38919.32,115454.49,6927.28,1473,84.89,75840673.00,75840673.00,1010,1502,0.00
2025-01-13,January,Q1,2025,Star Air,XX,384,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,258,258,null,null,null,0,null,null,null,null,null,null,null,722520.00,43351.20,608504.90,36510.24,114015.11,6840.96,1491,84.22,76621678.00,76621678.00,1512,2795,0.00
2025-09-23,September,Q3,2025,Star Air,XX,385,CPT-DXB,Cape Town International Airport,Dubai International Airport,Not Available,null,Star Air,252,252,null,null,null,0,null,null,null,null,null,null,null,1240140.00,74408.40,1054924.78,63295.53,185215.22,11112.87,1957,85.06,434617970.00,434617970.00,3383,10952,0.00
2025-11-02,November,Q4,2025,Star Air,XX,592,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,269,269,8,31,297,336,80.06,470227.53328500,430210.2525543,28213.65199710,11803.62873300,89345.70391293,269,864070.00,51844.20,732136.25,43928.02,131933.75,7916.18,1392,84.73,936729495.00,936729495.00,3915,15017,0.00
2025-11-19,November,Q4,2025,Star Air,XX,876,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,245,245,null,null,null,0,null,null,null,null,null,null,null,1559265.00,93555.90,1315654.77,78939.48,243610.24,14616.42,2628,84.38,93880648.00,93880648.00,1305,2214,0.00
2025-11-11,November,Q4,2025,Star Air,XX,815,DXB-MRU,Dubai International Airport,Sir Seewoosagur Ramgoolam International Airport,Available,Active,Star Air,239,239,6,25,286,317,75.39,451638.00000000,383620.7200000,27098.28000000,40919.00000000,49680.19000000,239,947920.00,56875.20,800173.41,48010.35,147746.59,8864.85,2183,84.41,422992420.00,422992420.00,2932,8677,0.00
2025-12-24,December,Q4,2025,Star Air,XX,436,MEL-DXB,Melbourne Airport (MEL),Dubai International Airport,Available,Active,Star Air,241,241,10,24,300,334,72.16,906996.66159300,824697.6059069,54419.79969558,27879.25599100,163260.20306039,241,1644885.00,98693.10,1395300.65,83718.15,249584.35,14974.95,2669,84.83,90213249.00,90213249.00,1153,1867,0.00
2026-03-21,March,Q1,2026,Star Air,XX,702,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Not Available,null,Star Air,228,228,null,null,null,0,null,null,null,null,null,null,null,1518300.00,91098.00,1287161.92,77229.96,231138.08,13868.04,2171,84.78,46037911.00,46037911.00,814,1098,0.00
2025-12-21,December,Q4,2025,Star Air,XX,770,CDG-DXB,Charles de Gaulle Airport (CDG),Dubai International Airport,Available,Active,Star Air,242,242,12,35,290,337,71.81,688219.37411100,610963.9565899,41293.16244666,35962.25507300,61938.92466891,242,1539235.00,92354.10,1303215.82,78193.06,236019.18,14161.04,1932,84.67,125588184.00,125588184.00,1111,1745,0.00
2025-02-23,February,Q1,2025,Star Air,XX,592,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,263,263,8,31,297,336,78.27,439282.79470200,407497.2768641,26356.96768212,5428.55015700,83466.07465761,263,1776745.00,106604.70,1506177.02,90370.53,270567.98,16234.17,2748,84.77,159232254.00,159232254.00,1506,2774,0.00
2025-05-10,May,Q2,2025,Star Air,XX,386,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Not Available,null,Star Air,227,227,null,null,null,0,null,null,null,null,null,null,null,1774330.00,106459.80,1508707.21,88625.56,265622.79,17834.24,2376,85.03,334266393.00,334266393.00,3001,8789,0.00
2025-04-18,April,Q2,2025,Star Air,XX,817,SIN-DXB,Singapore Changi Airport (SIN),Dubai International Airport,Available,Active,Star Air,228,228,8,28,296,332,68.67,330304.68726400,307068.0358184,19818.28123584,3418.37021000,39635.80377501,228,971795.00,58307.70,823690.87,49421.37,148104.13,8886.33,1700,84.76,83693508.00,83693508.00,1350,2365,0.00
2025-04-21,April,Q2,2025,Star Air,XX,653,SVO-DXB,Sheremetyevo International Airport,Dubai International Airport,Not Available,null,Star Air,250,250,null,null,null,0,null,null,null,null,null,null,null,698750.00,41925.00,594203.85,35662.24,104546.15,6262.76,1231,85.04,70902021.00,70902021.00,1349,2433,0.00
2025-09-21,September,Q3,2025,Star Air,XX,719,BOM-DXB,Chhatrapati Shivaji Maharaj International Airport,Dubai International Airport,Available,Active,Star Air,248,248,7,25,298,330,75.15,250659.56685400,231345.2710611,15039.57401124,4274.72178100,27572.56157718,248,2711495.00,162689.70,2291691.94,137501.27,419803.06,25188.43,3572,84.52,534094190.00,534094190.00,3386,10897,0.00
2025-12-20,December,Q4,2025,Star Air,XX,199,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,254,254,13,40,296,349,72.78,211950.00000000,197240.0000000,12717.00000000,1993.00000000,23314.80000000,254,1438225.00,86293.50,1214006.70,72840.54,224218.30,13452.96,2173,84.41,66476913.00,66476913.00,1115,1831,0.00
2026-01-07,January,Q1,2026,Star Air,XX,581,CCU-DXB,Netaji Subhas Chandra Bose International Airport,Dubai International Airport,Available,Active,Star Air,235,235,7,21,295,323,72.76,226407.52075400,209467.4641557,13584.45124524,3355.60535300,13584.44833536,235,834205.00,50052.30,703252.77,42195.14,130952.23,7857.16,1686,84.30,91720885.00,91720885.00,1021,1568,0.00
2026-01-30,January,Q1,2026,Star Air,XX,560,FRA-DXB,Frankfurt Airport (FRA),Dubai International Airport,Not Available,null,Star Air,270,270,null,null,null,0,null,null,null,null,null,null,null,793220.00,47593.20,673099.32,40386.00,120120.68,7207.20,1264,84.86,57529548.00,57529548.00,1000,1556,0.00
2025-01-30,January,Q1,2025,Star Air,XX,847,DUB-DXB,Dublin Airport (DUB),Dubai International Airport,Not Available,null,Star Air,242,242,null,null,null,0,null,null,null,null,null,null,null,1774835.00,106490.10,1508932.10,90535.84,265902.91,15954.26,1989,85.02,79357471.00,79357471.00,1554,2876,0.00
2025-04-14,April,Q2,2025,Star Air,XX,348,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,244,244,9,26,296,331,73.72,501116.58293900,463510.6904583,30066.99497634,7538.89750400,95212.38947539,244,538210.00,32292.60,456103.68,27366.13,82106.32,4926.47,1192,84.74,90820584.00,90820584.00,1331,2400,0.00
2025-08-26,August,Q3,2025,Star Air,XX,625,DXB-BKK,Dubai International Airport,Suvarnabhumi Airport,Not Available,null,Star Air,236,236,null,null,null,0,null,null,null,null,null,null,null,648795.00,38927.70,548186.39,32891.25,100608.61,6036.45,1215,84.49,510512329.00,510512329.00,3063,9416,0.00
2025-11-24,November,Q4,2025,Star Air,XX,950,DXB-CDG,Dubai International Airport,Charles de Gaulle Airport (CDG),Not Available,null,Star Air,228,228,null,null,null,0,null,null,null,null,null,null,null,706900.00,42414.00,598021.03,35881.05,108878.97,6532.95,1422,84.60,66419193.00,66419193.00,1183,1952,0.00
2025-11-12,November,Q4,2025,Star Air,XX,574,DXB-LGW,Dubai International Airport,London Gatwick Airport,Available,Active,Star Air,231,231,7,27,293,327,70.64,197102.00000000,143557.8800000,11826.12000000,41718.00000000,11826.26000000,231,1014470.00,60868.20,856201.63,51372.05,158268.38,9496.15,1699,84.40,382890323.00,382890323.00,2837,8014,0.00
2025-10-20,October,Q4,2025,Star Air,XX,982,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,246,246,null,null,null,0,null,null,null,null,null,null,null,881495.00,52889.70,741057.41,44463.30,140437.59,8426.40,1717,84.07,790301947.00,790301947.00,3780,13926,0.00
2025-01-19,January,Q1,2025,Star Air,XX,106,COK-DXB,Cochin International Airport,Dubai International Airport,Available,Active,Star Air,261,261,10,38,295,343,76.09,213707.66617500,198042.8756267,12822.45997050,2842.33057800,23507.64457175,261,1535965.00,92157.90,1299953.36,77997.02,236011.64,14160.88,2508,84.63,123777702.00,123777702.00,1518,2875,0.00
2025-05-04,May,Q2,2025,Star Air,XX,770,CDG-DXB,Charles de Gaulle Airport (CDG),Dubai International Airport,Available,Active,Star Air,242,242,12,35,290,337,71.81,729592.93319500,672578.2926762,43775.57599170,13239.06452800,65662.20628932,242,1646470.00,98788.20,1391148.70,83468.80,255321.30,15319.40,2157,84.49,335758013.00,335758013.00,2104,4531,0.00
2025-02-15,February,Q1,2025,Star Air,XX,130,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Available,Active,Star Air,254,254,6,28,292,326,77.91,439628.00000000,406593.3200000,26377.68000000,6657.00000000,87925.21000000,254,1049195.00,62951.70,881034.88,52862.02,168160.12,10089.68,1897,83.97,215097461.00,215097461.00,1521,2861,0.00
2025-02-18,February,Q1,2025,Star Air,XX,895,JFK-DXB,John F. Kennedy International Airport (JFK),Dubai International Airport,Not Available,null,Star Air,243,243,null,null,null,0,null,null,null,null,null,null,null,1194825.00,71689.50,1010389.47,60623.60,184435.53,11065.90,2751,84.56,109877741.00,109877741.00,1524,2829,0.00
2025-08-21,August,Q3,2025,Star Air,XX,343,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Not Available,null,Star Air,250,250,null,null,null,0,null,null,null,null,null,null,null,1122100.00,67326.00,946100.89,56766.11,175999.12,10559.89,1711,84.32,495021291.00,495021291.00,3199,9645,0.00
2025-12-02,December,Q4,2025,Star Air,XX,895,JFK-DXB,John F. Kennedy International Airport (JFK),Dubai International Airport,Not Available,null,Star Air,243,243,null,null,null,0,null,null,null,null,null,null,null,939840.00,56390.40,797797.42,47867.85,142042.58,8522.55,1989,84.89,99895338.00,99895338.00,1168,1893,0.00
2026-02-26,February,Q1,2026,Star Air,XX,269,DXB-SIN,Dubai International Airport,Singapore Changi Airport (SIN),Not Available,null,Star Air,243,243,null,null,null,0,null,null,null,null,null,null,null,1323250.00,79395.00,1118946.34,67136.58,204303.67,12258.42,2424,84.56,61987680.00,61987680.00,918,1419,0.00
2025-08-18,August,Q3,2025,Star Air,XX,847,DXB-DUB,Dubai International Airport,Dublin Airport (DUB),Not Available,null,Star Air,249,249,null,null,null,0,null,null,null,null,null,null,null,788995.00,47339.70,664261.09,39855.55,124733.91,7484.15,1256,84.19,392004635.00,392004635.00,3141,9742,0.00
2025-10-24,October,Q4,2025,Star Air,XX,771,BKK-DXB,Suvarnabhumi Airport,Dubai International Airport,Not Available,null,Star Air,238,238,null,null,null,0,null,null,null,null,null,null,null,882995.00,52979.70,748297.89,44897.84,134697.11,8081.86,1932,84.75,637029755.00,637029755.00,3819,14582,0.00
2025-11-12,November,Q4,2025,Star Air,XX,235,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,249,249,null,null,null,0,null,null,null,null,null,null,null,1014470.00,60868.20,856201.63,51372.05,158268.38,9496.15,1699,84.40,382890323.00,382890323.00,2837,8014,0.00
2025-11-10,November,Q4,2025,Star Air,XX,195,KHI-DXB,Jinnah International Airport,Dubai International Airport,Not Available,null,Star Air,254,254,null,null,null,0,null,null,null,null,null,null,null,563435.00,33806.10,478081.10,28684.88,85353.90,5121.22,934,84.85,427913744.00,427913744.00,3135,9587,0.00
2026-01-01,January,Q1,2026,Star Air,XX,847,DUB-DXB,Dublin Airport (DUB),Dubai International Airport,Not Available,null,Star Air,235,235,null,null,null,0,null,null,null,null,null,null,null,921135.00,55268.10,776339.12,46580.26,144795.88,8687.84,1687,84.28,38170189.00,38170189.00,973,1472,0.00
2025-10-01,October,Q4,2025,Star Air,XX,197,DXB-BHX,Dubai International Airport,Birmingham,Available,Active,Star Air,241,241,8,33,290,331,72.81,214610.00000000,136774.4000000,12876.60000000,64959.00000000,21461.08000000,241,1751220.00,105073.20,1482737.89,88964.28,268482.12,16108.92,2917,84.67,432119267.00,432119267.00,3482,11584,0.00
2025-12-16,December,Q4,2025,Star Air,XX,745,DXB-MEL,Dubai International Airport,Melbourne Airport (MEL),Not Available,null,Star Air,249,249,null,null,null,0,null,null,null,null,null,null,null,844805.00,50688.30,711852.13,42711.07,132952.87,7977.23,1688,84.26,125898318.00,125898318.00,1121,1870,0.00
2026-02-23,February,Q1,2026,Star Air,XX,883,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,250,250,null,null,null,0,null,null,null,null,null,null,null,278265.00,16695.90,235521.03,14131.24,42743.97,2564.66,729,84.64,65454740.00,65454740.00,933,1358,0.00
2025-05-29,May,Q2,2025,Star Air,XX,233,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,254,254,8,27,299,334,76.05,538932.65376800,498658.8207135,32335.95922608,7937.87382900,102393.54858894,254,1324225.00,79453.50,1120336.36,66298.97,203888.64,13154.53,1440,84.60,838707150.00,838707150.00,3859,14182,0.00
2025-12-14,December,Q4,2025,Star Air,XX,339,DXB-CHC,Dubai International Airport,Christchurch Airport,Not Available,null,Star Air,220,220,null,null,null,0,null,null,null,null,null,null,null,1681505.00,100890.30,1422671.28,85360.00,258833.72,15530.30,2631,84.61,88377902.00,88377902.00,1154,1879,0.00
2025-10-25,October,Q4,2025,Star Air,XX,793,PEW-DXB,Bacha Khan International Airport,Dubai International Airport,Available,Active,Star Air,240,240,8,38,297,343,69.97,356877.80042200,331643.7293290,21412.66802532,3821.40306700,28550.22561488,240,1670380.00,100222.80,1408980.78,84539.13,261399.22,15683.67,2393,84.35,679865711.00,679865711.00,3909,14893,0.00
2026-03-13,March,Q1,2026,Star Air,XX,161,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Available,Active,Star Air,259,259,10,38,295,343,75.51,651687.31937300,604908.2247810,39101.23916238,7677.85542800,130341.57411384,259,1828715.00,109722.90,1552804.93,93168.22,275910.07,16554.68,2351,84.91,65025082.00,65025082.00,827,1197,0.00
2025-06-29,June,Q2,2025,Star Air,XX,574,LGW-DXB,London Gatwick Airport,Dubai International Airport,Not Available,null,Star Air,245,245,null,null,null,0,null,231882.39125700,214016.7000830,13912.94347542,3952.74769800,31784.17281491,245,1381770.00,82906.20,1165943.10,69320.65,215826.90,13585.55,2173,84.38,472045602.00,472045602.00,3323,10842,0.00
2025-07-14,July,Q3,2025,Star Air,XX,420,CMB-DXB,Bandaranaike International Airport (CMB),Dubai International Airport,Available,Active,Star Air,261,261,8,24,292,324,80.56,284474.31039200,263053.8011262,17068.45862352,4352.05064200,4899.02615579,261,802755.00,48165.30,682556.49,40953.54,120198.51,7211.76,1223,85.03,696711884.00,696711884.00,3266,10166,0.00
2025-09-16,September,Q3,2025,Star Air,XX,393,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Available,Active,Star Air,260,260,8,34,292,334,77.84,239775.02754200,222353.8730127,14386.50165252,3034.65287700,26375.25283959,260,1515905.00,90954.30,1282077.33,76924.68,233827.68,14029.62,2349,84.58,560401711.00,560401711.00,3313,10486,0.00
2026-03-28,March,Q1,2026,Star Air,XX,597,DXB-SIN,Dubai International Airport,Singapore Changi Airport (SIN),Not Available,null,Star Air,254,254,null,null,null,0,null,null,null,null,null,null,null,1870505.00,112230.30,1577774.36,94666.52,292730.64,17563.78,2890,84.35,84072983.00,84072983.00,804,1081,0.00
2026-01-24,January,Q1,2026,Star Air,XX,952,DXB-SYD,Dubai International Airport,Sydney Kingsford Smith Airport (SYD),Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,1235185.00,74111.10,1043775.92,62626.35,191409.08,11484.75,2427,84.50,106861969.00,106861969.00,982,1541,0.00
2026-03-13,March,Q1,2026,Star Air,XX,608,DXB-KUL,Dubai International Airport,Kuala Lumpur International Airport,Not Available,null,Star Air,243,243,null,null,null,0,null,null,null,null,null,null,null,1828715.00,109722.90,1552804.93,93168.22,275910.07,16554.68,2351,84.91,65025082.00,65025082.00,827,1197,0.00
2025-04-18,April,Q2,2025,Star Air,XX,301,DXB-ADD,Dubai International Airport,Addis Ababa Bole International Airport,Available,Active,Star Air,228,228,7,39,297,343,66.47,236981.00000000,217765.1400000,14218.86000000,4997.00000000,14219.06000000,228,971795.00,58307.70,823690.87,49421.37,148104.13,8886.33,1700,84.76,83693508.00,83693508.00,1350,2365,0.00
2025-02-02,February,Q1,2025,Star Air,XX,545,CCU-DXB,Netaji Subhas Chandra Bose International Airport,Dubai International Airport,Available,Active,Star Air,261,261,11,29,287,327,79.82,262594.32647100,242434.3654583,15755.65958826,4404.30142500,26259.44260149,261,1688275.00,101296.50,1428813.24,85728.78,259461.76,15567.72,2006,84.63,134075452.00,134075452.00,1543,2888,0.00
2025-05-24,May,Q2,2025,Star Air,XX,637,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Available,Active,Star Air,228,228,8,34,289,331,68.88,594291.11065100,548934.7420832,35657.46663906,9698.90192800,106975.15347329,228,1236995.00,74219.70,1047729.19,61695.09,189265.81,12524.61,2394,84.70,810754763.00,810754763.00,3949,15105,0.00
2026-03-04,March,Q1,2026,Star Air,XX,310,DXB-IAH,Dubai International Airport,George Bush Intercontinental Airport,Not Available,null,Star Air,250,250,null,null,null,0,null,null,null,null,null,null,null,1773670.00,106420.20,1497688.88,89861.53,275981.13,16558.67,2645,84.44,73994689.00,73994689.00,890,1362,0.00
2026-02-08,February,Q1,2026,Star Air,XX,575,DXB-SIN,Dubai International Airport,Singapore Changi Airport (SIN),Available,Active,Star Air,240,240,7,27,293,327,73.39,null,null,null,null,null,null,1578860.00,94731.60,1328710.25,79722.70,250149.75,15008.90,2181,84.16,29795209.00,29795209.00,953,1490,0.00
2025-12-06,December,Q4,2025,Star Air,XX,952,DXB-SYD,Dubai International Airport,Sydney Kingsford Smith Airport (SYD),Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,1112395.00,66743.70,943570.55,56614.19,168824.46,10129.51,1979,84.82,67707263.00,67707263.00,1144,1887,0.00
2026-01-18,January,Q1,2026,Star Air,XX,685,LHR-DXB,Heathrow Airport,Dubai International Airport,Available,Active,Star Air,240,240,12,27,291,330,72.73,418362.90497800,384784.1890095,25101.77429868,8476.94166900,37650.40609404,240,1126165.00,67569.90,955836.60,57350.05,170328.41,10219.85,1644,84.88,78989833.00,78989833.00,1021,1533,0.00
2025-08-14,August,Q3,2025,Star Air,XX,592,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,248,248,null,null,null,0,null,null,null,null,null,null,null,922120.00,55327.20,780975.68,46858.51,141144.33,8468.69,1457,84.69,398977039.00,398977039.00,3198,9628,0.00
2025-07-05,July,Q3,2025,Star Air,XX,576,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,242,242,11,39,293,343,70.55,227782.00000000,209658.0800000,13666.92000000,4457.00000000,25056.31000000,242,1999065.00,119943.90,1695766.79,101746.16,303298.21,18197.74,2710,84.83,675742370.00,675742370.00,3360,10612,0.00
2026-01-01,January,Q1,2026,Star Air,XX,912,DXB-COK,Dubai International Airport,Cochin International Airport,Available,Active,Star Air,248,248,14,35,290,339,73.16,197254.00000000,182288.7600000,11835.24000000,3130.00000000,17752.32000000,248,921135.00,55268.10,776339.12,46580.26,144795.88,8687.84,1687,84.28,38170189.00,38170189.00,973,1472,0.00
2025-06-22,June,Q2,2025,Star Air,XX,597,DXB-SIN,Dubai International Airport,Singapore Changi Airport (SIN),Not Available,null,Star Air,234,234,null,null,null,0,null,null,null,null,null,null,null,1869080.00,112144.80,1584217.04,94489.76,284862.98,17655.04,2132,84.76,700660670.00,700660670.00,3455,11255,0.00
2025-10-03,October,Q4,2025,Star Air,XX,680,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,243,243,15,32,292,339,71.68,210625.00000000,195558.5000000,12637.50000000,2429.00000000,18956.35000000,243,740760.00,44445.60,625121.17,37507.45,115638.83,6938.15,1764,84.39,558789043.00,558789043.00,3500,11862,0.00
2025-02-21,February,Q1,2025,Star Air,XX,246,DXB-MEL,Dubai International Airport,Melbourne Airport (MEL),Not Available,null,Star Air,230,230,null,null,null,0,null,null,null,null,null,null,null,1247440.00,74846.40,1057007.00,63420.17,190433.00,11426.23,2811,84.73,145697574.00,145697574.00,1515,2846,0.00
2025-04-25,April,Q2,2025,Star Air,XX,706,DXB-SYD,Dubai International Airport,Sydney Kingsford Smith Airport (SYD),Available,Active,Star Air,108,108,8,29,295,332,32.53,273920.00000000,251403.8000000,16435.20000000,6081.00000000,60262.47000000,108,917545.00,55052.70,776410.29,46584.57,141134.71,8468.13,1681,84.62,88637763.00,88637763.00,1361,2359,0.00
2025-09-12,September,Q3,2025,Star Air,XX,924,DXB-HAN,Dubai International Airport,Noi Bai International Airport,Available,Active,Star Air,230,230,7,36,291,334,68.86,411793.00000000,381045.4200000,24707.58000000,6040.00000000,65887.30000000,230,735380.00,44122.80,622671.45,37360.08,112708.55,6762.72,1708,84.67,497929735.00,497929735.00,3286,10303,0.00
2025-01-19,January,Q1,2025,Star Air,XX,581,DXB-CCU,Dubai International Airport,Netaji Subhas Chandra Bose International Airport,Not Available,null,Star Air,259,259,null,null,null,0,null,null,null,null,null,null,null,1535965.00,92157.90,1299953.36,77997.02,236011.64,14160.88,2508,84.63,123777702.00,123777702.00,1518,2875,0.00
2025-01-19,January,Q1,2025,Star Air,XX,422,YYZ-DXB,Toronto Pearson International Airport,Dubai International Airport,Available,Active,Star Air,262,262,16,32,297,345,75.94,959777.63935400,889604.1472508,57586.65836124,12586.83374100,105578.13596608,262,1535965.00,92157.90,1299953.36,77997.02,236011.64,14160.88,2508,84.63,123777702.00,123777702.00,1518,2875,0.00
2025-03-17,March,Q1,2025,Star Air,XX,822,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Not Available,null,Star Air,218,218,null,null,null,0,null,null,null,null,null,null,null,363065.00,21783.90,306982.14,18418.87,56082.87,3365.03,1007,84.55,118605164.00,118605164.00,1507,2733,0.00
2025-02-19,February,Q1,2025,Star Air,XX,366,MAA-DXB,Chennai International Airport,Dubai International Airport,Not Available,null,Star Air,237,237,null,null,null,0,null,null,null,null,null,null,null,2020580.00,121234.80,1712453.90,102747.02,308126.10,18487.78,3093,84.75,137939202.00,137939202.00,1558,2942,0.00
2025-01-25,January,Q1,2025,Star Air,XX,944,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Available,Active,Star Air,264,264,16,40,295,351,75.21,327793.61891800,302172.1928145,19667.61713508,5953.80896800,32783.01166378,264,1599775.00,95986.50,1350002.09,81000.05,249772.91,14986.45,2976,84.39,140665678.00,140665678.00,1576,2911,0.00
