Billed_Date,month_name,quarter_label,year,Billed_Carrier_Name,Billed_Carrier_Code,Operating_Carrier_Name,Operating_Carrier_Code,Billed_Currency,Ticket_Count,Billed_Amount,Commission_Amount,Billed_Discount,Accepted_Amount,Accepted_Commission,Accepted_Discount,Rejected_Amount,Rejected_Commission,Rejected_Discount,Rejection_Percentage,Billing_Efficiency_Pct
2025-12-05,December,Q4,2025,Qantas,QF,Star Air,XX,USD,525,244295.00,14657.70,5035.00,206028.29,12361.71,2543.19,38266.71,2295.99,2491.81,15.66,84.34
2025-12-30,December,Q4,2025,Air New Zealand,NZ,Star Air,XX,USD,258,182660.00,10959.60,2700.00,154958.64,9297.49,2952.81,27701.36,1662.11,-252.81,15.17,84.83
2025-12-30,December,Q4,2025,Qantas,QF,Star Air,XX,USD,492,268785.00,16127.10,2540.00,229334.91,13760.11,3058.28,39450.10,2366.99,-518.28,14.68,85.32
2025-12-05,December,Q4,2025,Thai Airways International,TG,Star Air,XX,USD,268,170140.00,10208.40,13050.00,141356.35,8481.37,1846.12,28783.65,1727.03,11203.88,16.92,83.08
2025-11-23,November,Q4,2025,American Airlines,AA,Star Air,XX,USD,242,262315.00,15738.90,3060.00,222187.72,13331.20,4935.78,40127.28,2407.70,-1875.78,15.30,84.70
2025-11-23,November,Q4,2025,Qantas,QF,Star Air,XX,USD,742,774465.00,46467.90,11405.00,654238.10,39254.22,10068.03,120226.90,7213.68,1336.97,15.52,84.48
2025-12-05,December,Q4,2025,SIA,SQ,Star Air,XX,USD,235,100650.00,6039.00,1240.00,85004.09,5100.17,1861.28,15645.91,938.83,-621.28,15.54,84.46
2025-12-30,December,Q4,2025,Emirates,EK,Star Air,XX,USD,243,74635.00,4478.10,730.00,62737.17,3764.22,890.18,11897.83,713.88,-160.18,15.94,84.06
2025-11-23,November,Q4,2025,Vietnam Airlines,VN,Star Air,XX,USD,1,745.00,44.70,0.00,654.19,39.25,0.00,90.81,5.45,0.00,12.19,87.81
2025-11-23,November,Q4,2025,Air Canada,AC,Star Air,XX,USD,249,69575.00,4174.50,615.00,58734.59,3524.06,821.71,10840.41,650.44,-206.71,15.58,84.42
2025-12-30,December,Q4,2025,Air Mauritius,MK,Star Air,XX,USD,237,144930.00,8695.80,1465.00,123110.01,7386.66,2562.71,21819.99,1309.14,-1097.71,15.06,84.94
2025-12-05,December,Q4,2025,Emirates,EK,Star Air,XX,USD,244,72415.00,4344.90,2270.00,60624.57,3637.47,960.45,11790.43,707.43,1309.55,16.28,83.72
2025-11-23,November,Q4,2025,British Airways,BA,Star Air,XX,USD,244,141620.00,8497.20,5500.00,119539.78,7172.44,1894.51,22080.22,1324.76,3605.49,15.59,84.41
2025-11-23,November,Q4,2025,JetBlue,B6,Star Air,XX,USD,243,293185.00,17591.10,10475.00,245492.75,14729.53,3745.70,47692.25,2861.57,6729.30,16.27,83.73
2025-12-30,December,Q4,2025,SIA,SQ,Star Air,XX,USD,242,115810.00,6948.60,4740.00,97728.06,5863.56,2039.73,18081.94,1085.04,2700.27,15.61,84.39
2026-02-20,February,Q1,2026,Qantas,QF,Star Air,XX,USD,762,404205.00,24252.30,5155.00,343110.87,20586.58,4353.70,61094.13,3665.72,801.30,15.11,84.89
2026-02-20,February,Q1,2026,Air New Zealand,NZ,Star Air,XX,USD,265,80480.00,4828.80,1285.00,68372.50,4102.37,1099.31,12107.50,726.43,185.69,15.04,84.96
2026-02-16,February,Q1,2026,Qantas,QF,Star Air,XX,USD,489,261020.00,15661.20,3855.00,221728.40,13303.63,3288.15,39291.60,2357.57,566.85,15.05,84.95
2026-02-20,February,Q1,2026,Thai Airways International,TG,Star Air,XX,USD,238,155250.00,9315.00,1365.00,130650.29,7839.01,1140.72,24599.71,1475.99,224.28,15.85,84.15
2026-01-10,January,Q1,2026,British Airways,BA,Star Air,XX,USD,245,108325.00,6499.50,1670.00,91126.52,5467.53,1435.65,17198.48,1031.97,234.35,15.88,84.12
2026-02-16,February,Q1,2026,Jet Airways,9W,Star Air,XX,USD,243,66190.00,3971.40,915.00,56406.38,3384.32,759.15,9783.62,587.08,155.85,14.78,85.22
2026-01-10,January,Q1,2026,PIA,PK,Star Air,XX,USD,238,66685.00,4001.10,1070.00,56620.48,3397.23,928.84,10064.52,603.87,141.16,15.09,84.91
2026-01-10,January,Q1,2026,JetBlue,B6,Star Air,XX,USD,223,289880.00,17392.80,3640.00,245838.24,14750.26,3158.06,44041.76,2642.54,481.94,15.19,84.81
2026-01-10,January,Q1,2026,Air Mauritius,MK,Star Air,XX,USD,231,140365.00,8421.90,2100.00,119589.21,7175.46,1817.05,20775.79,1246.44,282.95,14.80,85.20
2026-01-10,January,Q1,2026,Qantas,QF,Star Air,XX,USD,245,186625.00,11197.50,2175.00,158937.77,9536.23,1811.67,27687.23,1661.27,363.33,14.84,85.16
2026-02-16,February,Q1,2026,Emirates,EK,Star Air,XX,USD,241,78010.00,4680.60,570.00,65775.70,3946.52,476.60,12234.31,734.08,93.40,15.68,84.32
2026-02-20,February,Q1,2026,Air Canada,AC,Star Air,XX,USD,245,66635.00,3998.10,575.00,56313.13,3378.72,503.80,10321.87,619.38,71.20,15.49,84.51
2026-01-10,January,Q1,2026,American Airlines,AA,Star Air,XX,USD,253,286065.00,17163.90,2750.00,243341.30,14600.48,2347.16,42723.70,2563.42,402.84,14.93,85.07
2026-01-10,January,Q1,2026,Air Canada,AC,Star Air,XX,USD,212,61535.00,3692.10,785.00,51174.08,3070.45,638.92,10360.92,621.65,146.08,16.84,83.16
2026-01-10,January,Q1,2026,SIA,SQ,Star Air,XX,USD,262,106215.00,6372.90,1530.00,89816.53,5388.93,1303.17,16398.47,983.97,226.83,15.44,84.56
2026-01-10,January,Q1,2026,Emirates,EK,Star Air,XX,USD,235,65570.00,3934.20,485.00,55590.78,3335.54,419.30,9979.22,598.66,65.70,15.22,84.78
2026-02-16,February,Q1,2026,Air India,AI,Star Air,XX,USD,246,71710.00,4302.60,1525.00,61248.20,3674.88,1287.81,10461.80,627.72,237.19,14.59,85.41
2026-02-20,February,Q1,2026,Emirates,EK,Star Air,XX,USD,246,71120.00,4267.20,895.00,59507.88,3570.45,760.05,11612.12,696.75,134.95,16.33,83.67
2025-11-11,November,Q4,2025,Jet Airways,9W,Star Air,XX,USD,236,67910.00,4074.60,12915.00,57197.86,3431.85,955.83,10712.14,642.75,11959.17,15.77,84.23
2025-10-19,October,Q4,2025,Thai Airways International,TG,Star Air,XX,USD,234,150915.00,9054.90,11430.00,129193.09,7751.63,1756.30,21721.92,1303.27,9673.70,14.39,85.61
2025-10-19,October,Q4,2025,Blue Panorama,BV,Star Air,XX,USD,237,68770.00,4126.20,21635.00,58634.22,3518.07,1106.94,10135.78,608.13,20528.06,14.74,85.26
2025-11-11,November,Q4,2025,Qantas,QF,Star Air,XX,USD,715,446525.00,26791.50,4035.00,376986.10,22619.09,4910.07,69538.90,4172.41,-875.07,15.57,84.43
2025-11-11,November,Q4,2025,Air New Zealand,NZ,Star Air,XX,USD,246,78205.00,4692.30,880.00,65541.34,3932.53,1135.93,12663.66,759.77,-255.93,16.19,83.81
2025-10-19,October,Q4,2025,Qantas,QF,Star Air,XX,USD,246,293010.00,17580.60,3645.00,248707.46,14922.40,4488.43,44302.54,2658.20,-843.43,15.12,84.88
2025-11-11,November,Q4,2025,Emirates,EK,Star Air,XX,USD,246,66855.00,4011.30,750.00,57350.07,3441.03,859.93,9504.93,570.27,-109.93,14.22,85.78
2025-10-19,October,Q4,2025,Air Canada,AC,Star Air,XX,USD,248,71675.00,4300.50,655.00,60846.79,3650.83,924.23,10828.21,649.67,-269.23,15.11,84.89
2025-10-19,October,Q4,2025,Emirates,EK,Star Air,XX,USD,492,146410.00,8784.60,2725.00,123795.77,7427.72,1923.39,22614.23,1356.88,801.61,15.45,84.55
2025-11-11,November,Q4,2025,PIA,PK,Star Air,XX,USD,253,68705.00,4122.30,575.00,58279.68,3496.76,1051.41,10425.32,625.54,-476.41,15.17,84.83
2025-11-11,November,Q4,2025,Air Canada,AC,Star Air,XX,USD,246,72215.00,4332.90,1345.00,60937.91,3656.23,546.73,11277.09,676.67,798.27,15.62,84.38
2026-02-24,February,Q1,2026,Air New Zealand,NZ,Star Air,XX,USD,239,167775.00,10066.50,1560.00,142796.35,8567.79,1336.16,24978.65,1498.71,223.84,14.89,85.11
2026-02-24,February,Q1,2026,Jet Airways,9W,Star Air,XX,USD,244,67745.00,4064.70,1055.00,57509.85,3450.59,887.74,10235.15,614.11,167.26,15.11,84.89
2026-01-22,January,Q1,2026,Thai Airways International,TG,Star Air,XX,USD,247,156365.00,9381.90,2510.00,132104.29,7926.18,2069.68,24260.71,1455.72,440.32,15.52,84.48
2026-02-24,February,Q1,2026,Qantas,QF,Star Air,XX,USD,464,258270.00,15496.20,3155.00,218819.55,13129.19,2713.85,39450.45,2367.01,441.15,15.27,84.73
2026-01-22,January,Q1,2026,JetBlue,B6,Star Air,XX,USD,244,296775.00,17806.50,4450.00,252730.94,15163.77,3740.92,44044.06,2642.73,709.08,14.84,85.16
2026-02-24,February,Q1,2026,Air India,AI,Star Air,XX,USD,236,72575.00,4354.50,1125.00,61557.67,3693.52,967.42,11017.33,660.98,157.58,15.18,84.82
2026-01-22,January,Q1,2026,Qantas,QF,Star Air,XX,USD,490,483865.00,29031.90,5280.00,409101.37,24546.04,4499.24,74763.63,4485.86,780.76,15.45,84.55
2026-02-24,February,Q1,2026,Emirates,EK,Star Air,XX,USD,245,68840.00,4130.40,835.00,58040.69,3482.44,709.08,10799.32,647.96,125.92,15.69,84.31
2026-01-22,January,Q1,2026,American Airlines,AA,Star Air,XX,USD,248,293315.00,17598.90,5195.00,244487.32,14669.22,4278.63,48827.68,2929.68,916.37,16.65,83.35
2026-01-22,January,Q1,2026,Emirates,EK,Star Air,XX,USD,247,66460.00,3987.60,1050.00,57362.76,3441.79,903.08,9097.24,545.81,146.92,13.69,86.31
2026-01-22,January,Q1,2026,Air Mauritius,MK,Star Air,XX,USD,215,130255.00,7815.30,1990.00,111208.05,6672.53,1704.06,19046.95,1142.77,285.94,14.62,85.38
2026-01-22,January,Q1,2026,Air Canada,AC,Star Air,XX,USD,259,75740.00,4544.40,1160.00,63402.65,3804.21,947.77,12337.35,740.19,212.23,16.29,83.71
2026-01-22,January,Q1,2026,Blue Panorama,BV,Star Air,XX,USD,245,66190.00,3971.40,770.00,55585.87,3335.13,663.25,10604.13,636.27,106.75,16.02,83.98
2026-02-24,February,Q1,2026,Air Mauritius,MK,Star Air,XX,USD,241,146610.00,8796.60,1690.00,122871.94,7372.32,1379.27,23738.06,1424.28,310.73,16.19,83.81
2025-06-19,June,Q2,2025,Thai Airways International,TG,Star Air,XX,USD,249,180960.00,10857.60,3180.00,153173.14,9190.46,2690.79,27786.86,1667.14,489.21,15.36,84.64
2025-06-19,June,Q2,2025,Air France,AF,Star Air,XX,USD,247,260780.00,15646.80,2970.00,221649.05,13298.90,2559.23,39130.95,2347.90,410.77,15.01,84.99
2025-06-19,June,Q2,2025,Qantas,QF,Star Air,XX,USD,475,366790.00,22007.40,4035.00,308531.29,18511.89,3436.08,58258.71,3495.51,598.92,15.88,84.12
2025-06-19,June,Q2,2025,Blue Panorama,BV,Star Air,XX,USD,254,74385.00,4463.10,1060.00,63158.28,3873.15,914.91,11226.72,589.95,145.09,15.09,84.91
2025-06-19,June,Q2,2025,PIA,PK,Star Air,XX,USD,256,80110.00,4806.60,1415.00,67991.76,4159.60,1187.29,12118.24,647.00,227.71,15.13,84.87
2025-06-19,June,Q2,2025,Air Mauritius,MK,Star Air,XX,USD,251,158860.00,9531.60,1290.00,135539.58,7639.99,1095.46,23320.42,1891.61,194.54,14.68,85.32
2025-07-02,July,Q3,2025,Siberia Airlines,S7,Star Air,XX,USD,2,1240.00,74.40,60.00,972.63,58.35,52.02,267.37,16.05,7.98,21.56,78.44
2025-07-02,July,Q3,2025,Thai Airways International,TG,Star Air,XX,USD,240,176655.00,10599.30,2730.00,148269.03,8896.17,2271.95,28385.97,1703.13,458.05,16.07,83.93
2025-06-19,June,Q2,2025,Air Canada,AC,Star Air,XX,USD,245,74965.00,4497.90,1000.00,63889.61,3833.42,866.02,11075.39,664.48,133.98,14.77,85.23
2025-06-19,June,Q2,2025,Emirates,EK,Star Air,XX,USD,229,73400.00,4404.00,1060.00,61488.67,3689.32,887.53,11911.33,714.68,172.47,16.23,83.77
2025-07-02,July,Q3,2025,Air India,AI,Star Air,XX,USD,250,89900.00,5394.00,1765.00,75876.01,4552.58,1503.91,14023.99,841.42,261.09,15.60,84.40
2025-07-21,July,Q3,2025,Jet Airways,9W,Star Air,XX,USD,236,67270.00,4036.20,1330.00,57592.48,3455.52,1107.99,9677.52,580.68,222.01,14.39,85.61
2025-07-02,July,Q3,2025,American Airlines,AA,Star Air,XX,USD,761,913940.00,54836.40,15140.00,770342.39,46220.69,12626.83,143597.61,8615.71,2513.17,15.71,84.29
2025-08-18,August,Q3,2025,Qantas,QF,Star Air,XX,USD,492,471985.00,28319.10,7510.00,395280.92,23716.83,6278.25,76704.08,4602.27,1231.75,16.25,83.75
2025-07-21,July,Q3,2025,Qantas,QF,Star Air,XX,USD,248,151560.00,9093.60,2450.00,128005.62,7680.38,2074.46,23554.38,1413.22,375.54,15.54,84.46
2025-07-21,July,Q3,2025,Emirates,EK,Star Air,XX,USD,492,157050.00,9423.00,2345.00,131315.99,7879.01,2004.17,25734.01,1543.99,340.83,16.39,83.61
2025-08-18,August,Q3,2025,Air Mauritius,MK,Star Air,XX,USD,242,168480.00,10108.80,1995.00,142748.99,8564.96,1712.67,25731.01,1543.84,282.33,15.27,84.73
2025-08-18,August,Q3,2025,Emirates,EK,Star Air,XX,USD,257,74580.00,4474.80,995.00,63356.94,3801.35,850.41,11223.06,673.45,144.59,15.05,84.95
2025-07-21,July,Q3,2025,Air Mauritius,MK,Star Air,XX,USD,235,156880.00,9412.80,2270.00,134512.95,8070.68,1933.66,22367.05,1342.12,336.34,14.26,85.74
2025-08-18,August,Q3,2025,Air India,AI,Star Air,XX,USD,265,73950.00,4437.00,1290.00,62874.24,3772.41,1093.31,11075.76,664.59,196.69,14.98,85.02
2025-07-21,July,Q3,2025,Air India,AI,Star Air,XX,USD,253,72700.00,4362.00,1150.00,62001.21,3720.05,952.54,10698.79,641.95,197.46,14.72,85.28
2025-07-02,July,Q3,2025,British Airways,BA,Star Air,XX,USD,234,137320.00,8239.20,2880.00,114961.52,6897.67,2422.11,22358.48,1341.53,457.89,16.28,83.72
2025-07-02,July,Q3,2025,Emirates,EK,Star Air,XX,USD,244,77730.00,4663.80,1090.00,65944.73,3956.64,948.34,11785.27,707.16,141.66,15.16,84.84
2025-12-05,December,Q4,2025,Air New Zealand,NZ,Star Air,XX,USD,266,179580.00,10774.80,4430.00,151418.66,9085.24,2391.59,28161.34,1689.56,2038.41,15.68,84.32
2025-09-10,September,Q3,2025,Qantas,QF,Star Air,XX,USD,730,763500.00,45810.00,12620.00,644212.96,38652.73,10591.46,119287.04,7157.27,2028.54,15.62,84.38
2025-09-10,September,Q3,2025,British Airways,BA,Star Air,XX,USD,492,236995.00,14219.70,2895.00,200410.99,12024.57,2471.57,36584.01,2195.13,423.43,15.44,84.56
2025-09-10,September,Q3,2025,Emirates,EK,Star Air,XX,USD,500,152915.00,9174.90,2740.00,130247.58,7814.75,2363.54,22667.42,1360.15,376.46,14.82,85.18
2025-09-10,September,Q3,2025,Malaysia Airlines,MH,Star Air,XX,USD,1,310.00,18.60,0.00,298.08,17.88,0.00,11.92,0.72,0.00,3.85,96.15
2025-09-10,September,Q3,2025,PIA,PK,Star Air,XX,USD,258,74100.00,4446.00,1145.00,63396.00,3803.70,967.41,10704.00,642.30,177.59,14.45,85.55
2025-09-10,September,Q3,2025,American Airlines,AA,Star Air,XX,USD,249,272205.00,16332.30,4290.00,231776.88,13906.56,3610.50,40428.12,2425.74,679.50,14.85,85.15
2025-11-11,November,Q4,2025,Thai Airways International,TG,Star Air,XX,USD,241,147505.00,8850.30,1235.00,123880.45,7432.86,1375.99,23624.55,1417.44,-140.99,16.02,83.98
2025-09-10,September,Q3,2025,Air Canada,AC,Star Air,XX,USD,258,78115.00,4686.90,1375.00,66708.41,4002.43,1160.99,11406.60,684.47,214.01,14.60,85.40
2025-02-09,February,Q1,2025,Qantas,QF,Star Air,XX,USD,1534,1300300.00,78018.00,17815.00,1098777.16,65926.79,15094.15,201522.84,12091.21,2720.85,15.50,84.50
2025-01-24,January,Q1,2025,Jet Airways,9W,Star Air,XX,USD,265,74515.00,4470.90,1185.00,63167.39,3790.07,1047.45,11347.61,680.83,137.55,15.23,84.77
2025-02-09,February,Q1,2025,Air France,AF,Star Air,XX,USD,245,220665.00,13239.90,3445.00,185499.66,11130.02,2799.89,35165.34,2109.88,645.11,15.94,84.06
2025-01-24,January,Q1,2025,Qantas,QF,Star Air,XX,USD,1295,751815.00,45108.90,10390.00,637517.75,38250.94,8797.23,114297.25,6857.96,1592.77,15.20,84.80
2025-01-24,January,Q1,2025,Air New Zealand,NZ,Star Air,XX,USD,271,85955.00,5157.30,1140.00,73388.03,4403.39,970.75,12566.97,753.91,169.25,14.62,85.38
2025-01-24,January,Q1,2025,PIA,PK,Star Air,XX,USD,257,73270.00,4396.20,1290.00,62416.89,3745.01,1064.53,10853.11,651.19,225.47,14.81,85.19
2025-02-09,February,Q1,2025,Air India,AI,Star Air,XX,USD,262,86490.00,5189.40,1040.00,73718.77,4423.18,895.96,12771.23,766.22,144.04,14.77,85.23
2025-01-24,January,Q1,2025,Thai Airways International,TG,Star Air,XX,USD,253,150220.00,9013.20,1930.00,126852.12,7611.16,1588.91,23367.88,1402.04,341.09,15.56,84.44
2025-02-09,February,Q1,2025,Blue Panorama,BV,Star Air,XX,USD,256,69635.00,4178.10,1065.00,58644.31,3518.68,908.06,10990.69,659.42,156.94,15.78,84.22
2025-01-24,January,Q1,2025,SIA,SQ,Star Air,XX,USD,262,98490.00,5909.40,1355.00,83041.44,4982.44,1144.61,15448.56,926.96,210.39,15.69,84.31
2025-02-09,February,Q1,2025,British Airways,BA,Star Air,XX,USD,254,119195.00,7151.70,1700.00,101576.31,6094.57,1489.30,17618.69,1057.13,210.70,14.78,85.22
2025-02-09,February,Q1,2025,Emirates,EK,Star Air,XX,USD,503,139590.00,8375.40,2300.00,118288.07,7097.21,1908.38,21301.93,1278.19,391.62,15.26,84.74
2025-02-09,February,Q1,2025,JetBlue,B6,Star Air,XX,USD,250,341925.00,20515.50,3740.00,286391.69,17183.52,3201.26,55533.31,3331.98,538.74,16.24,83.76
2025-02-09,February,Q1,2025,American Airlines,AA,Star Air,XX,USD,254,278020.00,16681.20,3845.00,235729.36,14143.75,3310.23,42290.64,2537.45,534.77,15.21,84.79
2025-01-24,January,Q1,2025,Emirates,EK,Star Air,XX,USD,496,144760.00,8685.60,2000.00,122710.41,7362.62,1696.19,22049.59,1322.98,303.81,15.23,84.77
2025-04-13,April,Q2,2025,Air India,AI,Star Air,XX,USD,234,81880.00,4912.80,935.00,69283.54,4156.96,786.65,12596.46,755.84,148.35,15.38,84.62
2025-04-13,April,Q2,2025,Air France,AF,Star Air,XX,USD,248,238770.00,14326.20,2580.00,201006.55,12060.33,2199.89,37763.45,2265.87,380.11,15.82,84.18
2025-06-16,June,Q2,2025,Qantas,QF,Star Air,XX,USD,253,175760.00,10545.60,2745.00,148359.30,8901.55,2288.62,27400.70,1644.05,456.38,15.59,84.41
2025-04-13,April,Q2,2025,American Airlines,AA,Star Air,XX,USD,233,299450.00,17967.00,3095.00,253641.13,15218.48,2675.55,45808.87,2748.52,419.45,15.30,84.70
2025-04-13,April,Q2,2025,Blue Panorama,BV,Star Air,XX,USD,229,74955.00,4497.30,1165.00,62542.33,3752.48,981.11,12412.67,744.82,183.89,16.56,83.44
2025-06-16,June,Q2,2025,Air Mauritius,MK,Star Air,XX,USD,253,171045.00,10262.70,2685.00,145145.95,8708.86,2279.26,25899.05,1553.84,405.74,15.14,84.86
2025-04-13,April,Q2,2025,Qantas,QF,Star Air,XX,USD,485,532135.00,31928.10,8870.00,447249.64,26834.86,7427.70,84885.36,5093.24,1442.30,15.95,84.05
2025-04-13,April,Q2,2025,Emirates,EK,Star Air,XX,USD,245,75605.00,4536.30,1290.00,64669.53,3880.09,1106.58,10935.47,656.21,183.42,14.46,85.54
2025-04-13,April,Q2,2025,Air Canada,AC,Star Air,XX,USD,245,85345.00,5120.70,1050.00,72860.82,4371.68,887.65,12484.18,749.02,162.35,14.63,85.37
2025-06-16,June,Q2,2025,Emirates,EK,Star Air,XX,USD,242,75705.00,4542.30,785.00,64200.96,3851.96,640.23,11504.04,690.34,144.77,15.20,84.80
2025-04-13,April,Q2,2025,JetBlue,B6,Star Air,XX,USD,234,338100.00,20286.00,5310.00,283359.09,17001.51,4408.37,54740.91,3284.49,901.63,16.19,83.81
2025-09-15,September,Q3,2025,Qantas,QF,Star Air,XX,USD,979,679915.00,40794.90,9475.00,578238.92,34694.25,7935.13,101676.09,6100.65,1539.87,14.95,85.05
2025-09-29,September,Q3,2025,Qantas,QF,Star Air,XX,USD,509,505470.00,30328.20,7770.00,427667.67,25660.06,6562.94,77802.33,4668.14,1207.06,15.39,84.61
2025-09-29,September,Q3,2025,Air Mauritius,MK,Star Air,XX,USD,236,149850.00,8991.00,2465.00,127114.11,7626.91,2079.96,22735.89,1364.09,385.04,15.17,84.83
2025-09-29,September,Q3,2025,Jet Airways,9W,Star Air,XX,USD,250,70295.00,4217.70,1220.00,59386.97,3563.21,1026.11,10908.03,654.49,193.89,15.52,84.48
2025-07-30,July,Q3,2025,British Airways,BA,Star Air,XX,USD,232,111740.00,6704.40,1615.00,94820.25,5689.18,1387.75,16919.75,1015.22,227.25,15.14,84.86
2025-07-30,July,Q3,2025,Qantas,QF,Star Air,XX,USD,968,1146595.00,68795.70,14405.00,966055.86,57963.15,12325.63,180539.14,10832.55,2079.37,15.75,84.25
2025-09-15,September,Q3,2025,Emirates,EK,Star Air,XX,USD,246,80885.00,4853.10,1250.00,67457.23,4047.43,1066.27,13427.77,805.67,183.73,16.60,83.40
2025-09-15,September,Q3,2025,Air Mauritius,MK,Star Air,XX,USD,240,156070.00,9364.20,2280.00,132229.18,7933.70,1893.50,23840.82,1430.50,386.50,15.28,84.72
2025-07-30,July,Q3,2025,PIA,PK,Star Air,XX,USD,237,75530.00,4531.80,1145.00,63184.11,3791.04,944.49,12345.89,740.76,200.51,16.35,83.65
2025-07-30,July,Q3,2025,American Airlines,AA,Star Air,XX,USD,490,527195.00,31631.70,7325.00,446294.63,26777.71,6174.14,80900.37,4853.99,1150.86,15.35,84.65
2025-07-30,July,Q3,2025,Emirates,EK,Star Air,XX,USD,231,71020.00,4261.20,1015.00,60319.00,3619.16,847.35,10701.00,642.04,167.65,15.07,84.93
2025-07-30,July,Q3,2025,Air Canada,AC,Star Air,XX,USD,245,73920.00,4435.20,1185.00,62002.37,3720.14,1001.96,11917.63,715.06,183.04,16.12,83.88
2025-05-11,May,Q2,2025,Air India,AI,Star Air,XX,USD,208,76075.00,4564.50,910.00,63947.09,3836.91,764.39,12127.91,727.59,145.61,15.94,84.06
2025-05-04,May,Q2,2025,Qantas,QF,Star Air,XX,USD,744,707615.00,42456.90,9760.00,596584.36,35795.07,8202.17,111030.64,6661.83,1557.83,15.69,84.31
2025-05-04,May,Q2,2025,Air India,AI,Star Air,XX,USD,245,83525.00,5011.50,1480.00,70919.15,4255.14,1257.78,12605.85,756.36,222.22,15.09,84.91
2025-05-04,May,Q2,2025,Emirates,EK,Star Air,XX,USD,679,224700.00,13482.00,3060.00,190308.26,11418.47,2570.44,34391.74,2063.53,489.56,15.31,84.69
2025-05-04,May,Q2,2025,Air France,AF,Star Air,XX,USD,240,266545.00,15992.70,4465.00,227548.89,13652.87,3732.56,38996.11,2339.83,732.44,14.63,85.37
2025-05-11,May,Q2,2025,PIA,PK,Star Air,XX,USD,226,79645.00,4778.70,1160.00,67982.45,4078.94,1001.02,11662.55,699.76,158.98,14.64,85.36
2025-05-11,May,Q2,2025,Qantas,QF,Star Air,XX,USD,511,570440.00,34226.40,8530.00,483346.50,29000.73,7177.00,87093.50,5225.67,1353.00,15.27,84.73
2025-05-11,May,Q2,2025,American Airlines,AA,Star Air,XX,USD,223,296150.00,17769.00,4190.00,249853.59,14991.22,3555.16,46296.41,2777.78,634.84,15.63,84.37
2025-05-11,May,Q2,2025,Air Canada,AC,Star Air,XX,USD,238,76100.00,4566.00,1060.00,64658.25,3879.49,907.17,11441.75,686.51,152.83,15.04,84.96
2025-05-11,May,Q2,2025,Emirates,EK,Star Air,XX,USD,249,83475.00,5008.50,1345.00,70449.15,4226.99,1105.63,13025.85,781.51,239.37,15.60,84.40
2025-05-04,May,Q2,2025,Vietnam Airlines,VN,Star Air,XX,USD,1,1020.00,61.20,0.00,748.63,44.92,0.00,271.37,16.28,0.00,26.60,73.40
2025-05-11,May,Q2,2025,Vietnam Airlines,VN,Star Air,XX,USD,1,820.00,49.20,80.00,731.14,43.87,73.11,88.86,5.33,6.89,10.84,89.16
2025-05-04,May,Q2,2025,JetBlue,B6,Star Air,XX,USD,248,363065.00,21783.90,5680.00,305039.41,18302.33,4811.15,58025.59,3481.57,868.85,15.98,84.02
2025-05-11,May,Q2,2025,JetBlue,B6,Star Air,XX,USD,243,361050.00,21663.00,4610.00,305973.91,18358.44,4075.49,55076.09,3304.56,534.51,15.25,84.75
2025-09-09,September,Q3,2025,Air New Zealand,NZ,Star Air,XX,USD,250,174330.00,10459.80,3250.00,148565.42,8913.99,2804.83,25764.58,1545.81,445.17,14.78,85.22
2025-09-23,September,Q3,2025,Air New Zealand,NZ,Star Air,XX,USD,244,180640.00,10838.40,3115.00,152688.89,9161.37,2609.95,27951.11,1677.03,505.05,15.47,84.53
2025-09-26,September,Q3,2025,Air New Zealand,NZ,Star Air,XX,USD,255,197835.00,11870.10,2985.00,170084.41,10205.11,2552.84,27750.59,1664.99,432.16,14.03,85.97
2025-09-26,September,Q3,2025,Qantas,QF,Star Air,XX,USD,1010,658780.00,39526.80,11240.00,557659.00,33459.61,9445.08,101121.00,6067.19,1794.92,15.35,84.65
2025-09-23,September,Q3,2025,JetBlue,B6,Star Air,XX,USD,244,358310.00,21498.60,4170.00,306892.30,18413.58,3545.61,51417.70,3085.02,624.39,14.35,85.65
2025-09-09,September,Q3,2025,Jet Airways,9W,Star Air,XX,USD,251,68145.00,4088.70,1090.00,58180.86,3490.90,927.98,9964.14,597.80,162.02,14.62,85.38
2025-09-09,September,Q3,2025,Air India,AI,Star Air,XX,USD,235,79525.00,4771.50,1630.00,67565.41,4053.95,1380.78,11959.59,717.55,249.22,15.04,84.96
2025-09-26,September,Q3,2025,PIA,PK,Star Air,XX,USD,245,77825.00,4669.50,745.00,66055.70,3963.30,625.72,11769.30,706.20,119.28,15.12,84.88
2025-09-23,September,Q3,2025,Qantas,QF,Star Air,XX,USD,479,275515.00,16530.90,3685.00,233348.20,14000.87,3118.41,42166.80,2530.03,566.59,15.30,84.70
2025-09-09,September,Q3,2025,Emirates,EK,Star Air,XX,USD,243,76850.00,4611.00,980.00,64653.84,3879.22,826.05,12196.16,731.78,153.95,15.87,84.13
2025-09-09,September,Q3,2025,SIA,SQ,Star Air,XX,USD,238,104080.00,6244.80,1950.00,88078.51,5284.71,1703.80,16001.49,960.09,246.20,15.37,84.63
2025-09-26,September,Q3,2025,SIA,SQ,Star Air,XX,USD,238,119735.00,7184.10,3040.00,100578.58,6034.68,2483.87,19156.42,1149.42,556.13,16.00,84.00
