Settlement_Date,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Currency,Sales_Value,Sales_Commission,Sales_Discount,Sales_Tax,Sales_Ticket_Count,Billing_Value,Billing_Commission,Billing_Discount,Billing_Ticket_Count,Settlement_Value,Settlement_Commission,Settlement_Discount,Rejected_Value,Rejected_Commission,Settlement_Diff,Settlement_Diff_Pct,FX_Variance,Acceptance_Rate_Pct
2025-02-13,February,Q1,2025,Star Air,XX,USD,119224.00,7153.44,1758.00,12479.67,117,774225.00,46453.50,11575.00,1502,653777.73,39226.65,9768.45,120447.27,7226.85,120447.27,15.56,-655001.00,84.44
2025-02-10,February,Q1,2025,Star Air,XX,USD,112464.00,6747.84,2401.00,11685.73,113,559415.00,33564.90,8320.00,724,467417.57,28045.14,7014.31,91997.43,5519.76,91997.43,16.45,-446951.00,83.55
2025-10-16,October,Q4,2025,Star Air,XX,USD,72136.00,4328.16,983.00,7486.72,82,662535.00,39752.10,7165.00,1236,561760.00,33705.64,7643.18,100775.00,6046.46,100775.00,15.21,-590399.00,84.79
2025-12-19,December,Q4,2025,Star Air,XX,USD,72339.00,4340.34,526.00,7540.73,70,844815.00,50688.90,46565.00,1988,716231.43,42973.91,11350.99,128583.57,7714.99,128583.57,15.22,-772476.00,84.78
2025-03-25,March,Q1,2025,Star Air,XX,USD,79532.00,4771.92,1008.00,8304.85,84,1502490.00,90149.40,23350.00,2985,1271991.80,76319.53,19812.38,230498.21,13829.87,230498.20,15.34,-1422958.00,84.66
2025-03-14,March,Q1,2025,Star Air,XX,USD,83296.00,4997.76,1872.00,8727.95,80,594045.00,35642.70,8195.00,1501,502977.23,30178.50,6994.44,91067.77,5464.20,91067.77,15.33,-510749.00,84.67
2025-09-12,September,Q3,2025,Star Air,XX,USD,562021.00,33721.26,17598.00,57805.46,613,735380.00,44122.80,10565.00,1708,622671.45,37360.08,8902.76,112708.55,6762.72,112708.55,15.33,-173359.00,84.67
2025-08-11,August,Q3,2025,Star Air,XX,USD,418632.00,25117.92,8473.00,43030.62,429,723030.00,43381.80,10055.00,1012,613695.13,36821.75,8550.38,109334.87,6560.05,109334.87,15.12,-304398.00,84.88
2025-10-10,October,Q4,2025,Star Air,XX,USD,86651.00,5199.06,2649.00,9011.11,76,946605.00,56796.30,21775.00,1723,798695.48,47921.69,11533.10,147909.52,8874.61,147909.52,15.63,-859954.00,84.37
2026-02-08,February,Q1,2026,Star Air,XX,USD,48386.00,2903.16,793.00,5024.92,53,1578860.00,94731.60,24815.00,2181,1328710.25,79722.70,20792.37,250149.75,15008.90,250149.75,15.84,-1530474.00,84.16
2026-02-25,February,Q1,2026,Star Air,XX,USD,34387.00,2063.22,322.00,3621.66,34,1471330.00,88279.80,23530.00,2447,1239581.78,74374.93,19812.08,231748.22,13904.87,231748.22,15.75,-1436943.00,84.25
2026-01-02,January,Q1,2026,Star Air,XX,USD,60066.00,3603.96,1132.00,6215.78,62,815650.00,48939.00,11250.00,1975,690422.73,41425.43,9622.90,125227.27,7513.57,125227.27,15.35,-755584.00,84.65
2025-10-18,October,Q4,2025,Star Air,XX,USD,56759.00,3405.54,1300.00,5823.98,67,1257145.00,75428.70,112335.00,1892,1064734.74,63884.19,18201.94,192410.26,11544.51,192410.26,15.31,-1200386.00,84.69
2025-10-20,October,Q4,2025,Star Air,XX,USD,77810.00,4668.60,1816.00,8078.72,75,881495.00,52889.70,26625.00,1717,741057.41,44463.30,11891.52,140437.59,8426.40,140437.59,15.93,-803685.00,84.07
2025-11-17,November,Q4,2025,Star Air,XX,USD,70546.00,4232.76,1708.00,7252.65,61,875615.00,52536.90,18300.00,1706,744800.20,44687.91,10550.65,130814.80,7848.99,130814.80,14.94,-805069.00,85.06
2026-03-10,March,Q1,2026,Star Air,XX,USD,26378.00,1582.68,219.00,2615.62,25,1707090.00,102425.40,28255.00,2849,1446088.67,86765.21,23875.87,261001.33,15660.19,261001.33,15.29,-1680712.00,84.71
2026-01-12,January,Q1,2026,Star Air,XX,USD,50564.00,3033.84,387.00,5280.34,43,486280.00,29176.80,7185.00,1205,408872.42,24532.39,6025.74,77407.58,4644.41,77407.58,15.92,-435716.00,84.08
2025-01-11,January,Q1,2025,Star Air,XX,USD,123945.00,7436.70,2731.00,12975.57,125,1840245.00,110414.70,26150.00,3227,1554567.91,93274.08,22327.42,285677.09,17140.62,285677.09,15.52,-1716300.00,84.48
2025-03-16,March,Q1,2025,Star Air,XX,USD,91545.00,5492.70,1268.00,9616.91,80,1979235.00,118754.10,30055.00,2210,1672510.99,100350.67,25448.24,306724.02,18403.43,306724.01,15.50,-1887690.00,84.50
2025-02-22,February,Q1,2025,Star Air,XX,USD,114967.00,6898.02,1645.00,12087.17,116,760765.00,45645.90,11410.00,2005,644208.47,38652.35,9652.78,116556.54,6993.55,116556.53,15.32,-645798.00,84.68
2025-05-05,May,Q2,2025,Star Air,XX,USD,542902.00,32574.12,8788.00,56766.60,485,408630.00,24517.80,5635.00,967,346451.85,20787.05,4708.48,62178.15,3730.75,62178.15,15.22,134272.00,84.78
2025-06-10,June,Q2,2025,Star Air,XX,USD,419633.00,25177.98,7844.00,43607.45,429,1008385.00,60503.10,15735.00,1894,854392.83,49877.53,13246.47,153992.17,10625.57,153992.17,15.27,-588752.00,84.73
2025-07-02,July,Q3,2025,Star Air,XX,USD,449575.00,26974.50,9618.00,47221.40,431,1396785.00,83807.10,23665.00,1731,1176366.31,70582.10,19825.16,220418.69,13225.00,220418.69,15.78,-947210.00,84.22
2025-07-19,July,Q3,2025,Star Air,XX,USD,403902.00,24234.12,7972.00,41895.84,403,1998055.00,119883.30,27280.00,2455,1693985.38,101639.26,23035.52,304069.62,18244.04,304069.62,15.22,-1594153.00,84.78
2025-12-18,December,Q4,2025,Star Air,XX,USD,53625.00,3217.50,975.00,5574.48,60,745455.00,44727.30,17525.00,1248,629400.50,37763.94,10518.52,116054.50,6963.36,116054.50,15.57,-691830.00,84.43
2025-12-07,December,Q4,2025,Star Air,XX,USD,75921.00,4555.26,1634.00,8167.20,60,1180795.00,70847.70,70235.00,1917,998485.51,59909.03,16438.92,182309.49,10938.67,182309.49,15.44,-1104874.00,84.56
2025-03-20,March,Q1,2025,Star Air,XX,USD,93176.00,5590.56,1328.00,9496.66,88,1704340.00,102260.40,23345.00,2484,1444681.62,86680.95,19862.23,259658.40,15579.45,259658.38,15.24,-1611164.00,84.76
2025-03-02,March,Q1,2025,Star Air,XX,USD,106407.00,6384.42,1579.00,11142.26,115,1707270.00,102436.20,27480.00,2482,1441027.05,86461.67,23227.75,266242.95,15974.53,266242.95,15.59,-1600863.00,84.41
2025-01-07,January,Q1,2025,Star Air,XX,USD,105343.00,6320.58,1718.00,10873.50,97,1089165.00,65349.90,14590.00,2797,921453.93,55287.06,12393.49,167711.07,10062.85,167711.07,15.40,-983822.00,84.60
2025-04-12,April,Q2,2025,Star Air,XX,USD,656012.00,39360.72,11837.00,68531.71,624,831575.00,49894.50,11970.00,1202,701485.54,41056.20,10102.84,130089.46,8838.30,130089.46,15.64,-175563.00,84.36
2025-05-17,May,Q2,2025,Star Air,XX,USD,445118.00,26707.08,7501.00,46779.27,438,1641790.00,98507.40,27175.00,2456,1387684.56,82459.21,22819.88,254105.44,16048.19,254105.44,15.48,-1196672.00,84.52
2025-09-14,September,Q3,2025,Star Air,XX,USD,558300.00,33498.00,15133.00,58090.37,577,1258040.00,75482.40,20615.00,2191,1064468.93,63868.07,17422.02,193571.08,11614.33,193571.07,15.39,-699740.00,84.61
2025-11-20,November,Q4,2025,Star Air,XX,USD,73390.00,4403.40,1328.00,7793.99,80,1323435.00,79406.10,23835.00,1909,1116661.83,66999.48,14582.36,206773.17,12406.62,206773.17,15.62,-1250045.00,84.38
2025-11-06,November,Q4,2025,Star Air,XX,USD,59626.00,3577.56,1649.00,6229.06,69,795160.00,47709.60,22265.00,1185,672858.96,40371.47,10425.73,122301.04,7338.13,122301.04,15.38,-735534.00,84.62
2026-02-17,February,Q1,2026,Star Air,XX,USD,34283.00,2056.98,356.00,3415.37,33,764110.00,45846.60,9230.00,1473,648655.51,38919.32,7882.61,115454.49,6927.28,115454.49,15.11,-729827.00,84.89
2026-02-01,February,Q1,2026,Star Air,XX,USD,36943.00,2216.58,289.00,3868.06,39,1245755.00,74745.30,16795.00,2166,1051120.01,63067.16,14282.60,194634.99,11678.14,194634.99,15.62,-1208812.00,84.38
2026-01-08,January,Q1,2026,Star Air,XX,USD,62610.00,3756.60,1059.00,6470.45,59,748355.00,44901.30,11250.00,1709,631540.08,37892.49,9406.17,116814.92,7008.81,116814.92,15.61,-685745.00,84.39
2026-03-15,March,Q1,2026,Star Air,XX,USD,22497.00,1349.82,224.00,2268.90,21,817390.00,49043.40,14060.00,1476,692272.44,41536.34,11943.10,125117.56,7507.06,125117.56,15.31,-794893.00,84.69
2025-11-29,November,Q4,2025,Star Air,XX,USD,69044.00,4142.64,947.00,6991.68,61,1615440.00,96926.40,78885.00,2391,1361527.57,81691.56,21135.76,253912.45,15234.84,253912.43,15.72,-1546396.00,84.28
2025-11-26,November,Q4,2025,Star Air,XX,USD,59273.00,3556.38,1927.00,6176.98,62,1639670.00,98380.20,53785.00,2404,1391753.38,83505.40,20030.76,247916.62,14874.80,247916.62,15.12,-1580397.00,84.88
2026-01-20,January,Q1,2026,Star Air,XX,USD,42816.00,2568.96,843.00,4464.41,46,896825.00,53809.50,13540.00,1483,758233.42,45494.02,11374.28,138591.58,8315.48,138591.58,15.45,-854009.00,84.55
2026-03-27,March,Q1,2026,Star Air,XX,USD,0.00,0.00,0.00,0.00,0,1098660.00,65919.60,16915.00,2468,927956.31,55677.25,14519.52,170703.70,10242.35,170703.69,15.54,-1098660.00,84.46
2026-01-05,January,Q1,2026,Star Air,XX,USD,68856.00,4131.36,383.00,7109.48,64,618855.00,37131.30,9975.00,1211,518784.49,31126.91,8286.67,100070.51,6004.39,100070.51,16.17,-549999.00,83.83
2025-11-18,November,Q4,2025,Star Air,XX,USD,74867.00,4492.02,1788.00,7690.43,82,1004100.00,60246.00,13590.00,1952,851011.22,51060.64,11055.99,153088.78,9185.36,153088.78,15.25,-929233.00,84.75
2025-11-05,November,Q4,2025,Star Air,XX,USD,65408.00,3924.48,1241.00,6771.05,77,1059890.00,63593.40,39600.00,1436,900772.20,54046.20,12825.30,159117.81,9547.20,159117.80,15.01,-994482.00,84.99
2026-03-30,March,Q1,2026,Star Air,XX,USD,0.00,0.00,0.00,0.00,0,1369360.00,82161.60,19035.00,3217,1160243.14,69614.55,16155.36,209116.86,12547.05,209116.86,15.27,-1369360.00,84.73
2025-03-17,March,Q1,2025,Star Air,XX,USD,94833.00,5689.98,1820.00,9808.40,91,363065.00,21783.90,4905.00,1007,306982.14,18418.87,4125.40,56082.87,3365.03,56082.86,15.45,-268232.00,84.55
2025-05-20,May,Q2,2025,Star Air,XX,USD,423231.00,25393.86,6639.00,44379.48,415,793170.00,47590.20,12125.00,1391,668528.50,40320.58,10206.02,124641.50,7269.62,124641.50,15.71,-369939.00,84.29
2025-04-19,April,Q2,2025,Star Air,XX,USD,557325.00,33439.50,8940.00,58376.55,535,1716640.00,102998.40,27260.00,2852,1453035.68,87182.19,22987.66,263604.33,15816.21,263604.32,15.36,-1159315.00,84.64
2025-06-01,June,Q2,2025,Star Air,XX,USD,433801.00,26028.06,7595.00,45436.33,428,2337355.00,140241.30,29285.00,3056,1983880.18,119032.68,24909.24,353474.82,21208.62,353474.82,15.12,-1903554.00,84.88
2025-09-06,September,Q3,2025,Star Air,XX,USD,528747.00,31724.82,10768.00,54835.95,554,1189985.00,71399.10,16665.00,2344,1008829.45,60529.58,14162.91,181155.56,10869.52,181155.55,15.22,-661238.00,84.78
2025-04-01,April,Q2,2025,Star Air,XX,USD,755538.00,45332.28,10166.00,78984.03,679,1384260.00,83055.60,19525.00,3150,1171242.46,70293.82,16624.33,213017.54,12761.78,213017.54,15.39,-628722.00,84.61
2025-06-03,June,Q2,2025,Star Air,XX,USD,367983.00,22078.98,7485.00,38696.29,386,1564140.00,93848.40,21550.00,2914,1323350.98,79347.92,18298.11,240789.02,14500.48,240789.02,15.39,-1196157.00,84.61
2025-03-22,March,Q1,2025,Star Air,XX,USD,100290.00,6017.40,1243.00,10370.87,92,1901705.00,114102.30,31715.00,3012,1609821.45,96589.19,26722.43,291883.55,17513.11,291883.55,15.35,-1801415.00,84.65
2025-02-11,February,Q1,2025,Star Air,XX,USD,124823.00,7489.38,1475.00,12944.65,122,1480840.00,88850.40,24200.00,2819,1255399.22,75323.87,20624.17,225440.78,13526.53,225440.78,15.22,-1356017.00,84.78
2025-06-05,June,Q2,2025,Star Air,XX,USD,379716.00,22782.96,7561.00,39691.37,380,2034190.00,122051.40,28850.00,2650,1721808.18,100901.15,24442.13,312381.83,21150.25,312381.82,15.36,-1654474.00,84.64
2025-04-15,April,Q2,2025,Star Air,XX,USD,528613.00,31716.78,8107.00,55055.59,538,1596240.00,95774.40,21780.00,3135,1355037.14,81347.86,18665.40,241202.87,14426.54,241202.86,15.11,-1067627.00,84.89
2025-06-12,June,Q2,2025,Star Air,XX,USD,425008.00,25500.48,8822.00,44209.91,424,1398180.00,83890.80,20275.00,2393,1190456.22,71425.20,17338.42,207723.80,12465.60,207723.78,14.86,-973172.00,85.14
2025-06-29,June,Q2,2025,Star Air,XX,USD,341025.00,20461.50,9206.00,35901.19,360,1381770.00,82906.20,21515.00,2173,1165943.10,69320.65,18229.40,215826.90,13585.55,215826.90,15.62,-1040745.00,84.38
2025-04-20,April,Q2,2025,Star Air,XX,USD,517514.00,31050.84,6909.00,54196.49,515,1507575.00,90454.50,23205.00,1915,1276882.98,76032.77,20003.73,230692.02,14421.73,230692.02,15.30,-990061.00,84.70
2025-08-19,August,Q3,2025,Star Air,XX,USD,422523.00,25351.38,8434.00,43937.17,461,1522875.00,91372.50,20325.00,2921,1284964.67,77098.18,17255.56,237910.35,14274.32,237910.33,15.62,-1100352.00,84.38
2025-09-29,September,Q3,2025,Star Air,XX,USD,669394.00,40163.64,13487.00,69723.82,753,725615.00,43536.90,11455.00,995,614168.75,36850.18,9669.01,111446.25,6686.72,111446.25,15.36,-56221.00,84.64
2025-10-09,October,Q4,2025,Star Air,XX,USD,71891.00,4313.46,960.00,7473.76,72,1678470.00,100708.20,33370.00,2198,1421077.54,85264.77,24353.14,257392.46,15443.43,257392.46,15.33,-1606579.00,84.67
2025-12-30,December,Q4,2025,Star Air,XX,USD,62651.00,3759.06,1069.00,6593.02,59,1182825.00,70969.50,23895.00,1954,1004756.34,60285.29,16804.64,178068.67,10684.21,178068.66,15.05,-1120174.00,84.95
2025-11-19,November,Q4,2025,Star Air,XX,USD,69394.00,4163.64,1132.00,7442.91,68,1559265.00,93555.90,41070.00,2628,1315654.77,78939.48,18189.12,243610.24,14616.42,243610.23,15.62,-1489871.00,84.38
2025-11-08,November,Q4,2025,Star Air,XX,USD,83401.00,5004.06,1560.00,8524.09,87,1317560.00,79053.60,83035.00,2153,1113461.64,66807.61,17254.59,204098.37,12245.99,204098.36,15.49,-1234159.00,84.51
2025-10-24,October,Q4,2025,Star Air,XX,USD,83540.00,5012.40,2213.00,8808.85,89,882995.00,52979.70,64860.00,1932,748297.89,44897.84,11023.17,134697.11,8081.86,134697.11,15.25,-799455.00,84.75
2025-12-28,December,Q4,2025,Star Air,XX,USD,60803.00,3648.18,794.00,6410.79,55,979090.00,58745.40,28945.00,1643,828965.33,49737.80,11854.09,150124.67,9007.60,150124.67,15.33,-918287.00,84.67
2026-01-25,January,Q1,2026,Star Air,XX,USD,53815.00,3228.90,512.00,5600.96,53,1408745.00,84524.70,20770.00,1934,1193018.15,71580.93,17646.78,215726.85,12943.77,215726.85,15.31,-1354930.00,84.69
2025-11-04,November,Q4,2025,Star Air,XX,USD,88553.00,5313.18,2494.00,9101.21,94,1342890.00,80573.40,39415.00,2414,1137342.02,68240.39,15341.65,205547.98,12333.01,205547.98,15.31,-1254337.00,84.69
2025-10-28,October,Q4,2025,Star Air,XX,USD,64027.00,3841.62,949.00,6691.07,78,742955.00,44577.30,10885.00,1481,629116.16,37747.00,9737.07,113838.84,6830.30,113838.84,15.32,-678928.00,84.68
2025-12-01,December,Q4,2025,Star Air,XX,USD,62493.00,3749.58,2304.00,6437.78,69,65430.00,3925.80,480.00,258,55357.27,3321.40,805.10,10072.73,604.40,10072.73,15.39,-2937.00,84.61
2026-03-04,March,Q1,2026,Star Air,XX,USD,44052.00,2643.12,624.00,4588.12,44,1773670.00,106420.20,27455.00,2645,1497688.88,89861.53,23325.12,275981.13,16558.67,275981.12,15.56,-1729618.00,84.44
2026-01-24,January,Q1,2026,Star Air,XX,USD,45304.00,2718.24,659.00,4521.40,39,1235185.00,74111.10,19625.00,2427,1043775.92,62626.35,16520.36,191409.08,11484.75,191409.08,15.50,-1189881.00,84.50
2025-12-23,December,Q4,2025,Star Air,XX,USD,81126.00,4867.56,1526.00,8201.73,72,1215350.00,72921.00,22670.00,2680,1027482.77,61648.90,15682.48,187867.23,11272.10,187867.23,15.46,-1134224.00,84.54
2025-12-26,December,Q4,2025,Star Air,XX,USD,70930.00,4255.80,1098.00,7418.51,72,919935.00,55196.10,59335.00,2183,776769.90,46606.30,12101.44,143165.10,8589.80,143165.10,15.56,-849005.00,84.44
2025-02-28,February,Q1,2025,Star Air,XX,USD,102305.00,6138.30,1493.00,10709.46,98,641365.00,38481.90,9860.00,1541,541852.99,32511.19,8385.89,99512.01,5970.71,99512.01,15.52,-539060.00,84.48
2025-03-03,March,Q1,2025,Star Air,XX,USD,104905.00,6294.30,1691.00,10894.42,102,153220.00,9193.20,2560.00,513,129218.10,7753.06,2180.69,24001.90,1440.14,24001.90,15.66,-48315.00,84.34
2025-06-13,June,Q2,2025,Star Air,XX,USD,432368.00,25942.08,5045.00,45028.44,398,1438780.00,86326.80,23290.00,2611,1217090.71,73025.45,19781.38,221689.29,13301.35,221689.29,15.41,-1006412.00,84.59
2025-02-17,February,Q1,2025,Star Air,XX,USD,125858.00,7551.48,2692.00,13114.76,113,510605.00,30636.30,8305.00,1277,429434.71,25766.13,6998.04,81170.29,4870.17,81170.29,15.90,-384747.00,84.10
2025-01-26,January,Q1,2025,Star Air,XX,USD,141845.00,8510.70,2809.00,14899.00,121,1713285.00,102797.10,24860.00,2565,1452689.77,87161.35,20948.73,260595.23,15635.75,260595.23,15.21,-1571440.00,84.79
2025-04-26,April,Q2,2025,Star Air,XX,USD,515891.00,30953.46,7566.00,54260.43,511,1363940.00,81836.40,18975.00,2338,1151313.14,68595.59,16107.96,212626.87,13240.81,212626.86,15.59,-848049.00,84.41
2025-07-01,July,Q3,2025,Star Air,XX,USD,401197.00,24071.82,7781.00,41568.78,389,1269425.00,76165.50,20785.00,1990,1070941.37,64256.30,17224.42,198483.64,11909.20,198483.63,15.64,-868228.00,84.36
2025-01-18,January,Q1,2025,Star Air,XX,USD,129456.00,7767.36,1787.00,13297.82,138,1165055.00,69903.30,16180.00,2268,986538.73,59192.11,13656.66,178516.27,10711.19,178516.27,15.32,-1035599.00,84.68
2025-01-20,January,Q1,2025,Star Air,XX,USD,99741.00,5984.46,1356.00,10244.62,105,897730.00,53863.80,15570.00,1544,761064.69,45663.76,13249.74,136665.31,8200.04,136665.31,15.22,-797989.00,84.78
2025-04-05,April,Q2,2025,Star Air,XX,USD,635787.00,38147.22,9926.00,66327.44,626,839500.00,50370.00,14280.00,1606,710072.98,42604.28,12010.28,129427.02,7765.72,129427.02,15.42,-203713.00,84.58
2025-05-01,May,Q2,2025,Star Air,XX,USD,518149.00,31088.94,8403.00,54018.18,483,996560.00,59793.60,15190.00,1856,847769.97,51354.57,12817.88,148790.03,8439.03,148790.03,14.93,-478411.00,85.07
2025-08-02,August,Q3,2025,Star Air,XX,USD,370187.00,22211.22,11167.00,38383.14,393,1234695.00,74081.70,19855.00,2215,1049151.36,62948.81,16804.51,185543.64,11132.89,185543.64,15.03,-864508.00,84.97
2026-03-03,March,Q1,2026,Star Air,XX,USD,29762.00,1785.72,521.00,3090.48,32,1102510.00,66150.60,17165.00,2226,930145.87,55808.65,14471.54,172364.13,10341.95,172364.13,15.63,-1072748.00,84.37
2026-01-19,January,Q1,2026,Star Air,XX,USD,49567.00,2974.02,767.00,5184.12,49,491380.00,29482.80,6440.00,723,413358.46,24801.51,5467.12,78021.54,4681.29,78021.54,15.88,-441813.00,84.12
2025-11-02,November,Q4,2025,Star Air,XX,USD,85307.00,5118.42,1887.00,8979.05,79,864070.00,51844.20,29100.00,1392,732136.25,43928.02,10020.41,131933.75,7916.18,131933.75,15.27,-778763.00,84.73
2025-11-16,November,Q4,2025,Star Air,XX,USD,58657.00,3519.42,1351.00,6070.76,67,1212380.00,72742.80,51260.00,1931,1027377.65,61642.62,15580.86,185002.35,11100.18,185002.35,15.26,-1153723.00,84.74
2025-10-14,October,Q4,2025,Star Air,XX,USD,71368.00,4282.08,1934.00,7421.25,78,713855.00,42831.30,7650.00,1460,603072.61,36184.23,10503.60,110782.39,6647.07,110782.39,15.52,-642487.00,84.48
2025-10-15,October,Q4,2025,Star Air,XX,USD,85516.00,5130.96,1807.00,8878.81,81,1476215.00,88572.90,41435.00,1952,1248845.27,74930.57,17726.62,227369.73,13642.33,227369.73,15.40,-1390699.00,84.60
2026-02-21,February,Q1,2026,Star Air,XX,USD,38772.00,2326.32,784.00,4119.39,42,1651260.00,99075.60,24210.00,2875,1400740.29,84044.19,20447.03,250519.71,15031.41,250519.71,15.17,-1612488.00,84.83
2026-03-29,March,Q1,2026,Star Air,XX,USD,3532.00,211.92,0.00,325.59,3,909265.00,54555.90,13765.00,1457,769524.08,46171.33,11683.92,139740.92,8384.57,139740.92,15.37,-905733.00,84.63
2025-12-13,December,Q4,2025,Star Air,XX,USD,59333.00,3559.98,1307.00,6201.66,63,1696200.00,101772.00,100500.00,3120,1426797.81,85607.45,22911.41,269402.19,16164.55,269402.19,15.88,-1636867.00,84.12
2026-01-11,January,Q1,2026,Star Air,XX,USD,57889.00,3473.34,510.00,5832.73,56,1549245.00,92954.70,22705.00,2218,1313578.58,78814.78,19362.28,235666.42,14139.92,235666.42,15.21,-1491356.00,84.79
2026-03-24,March,Q1,2026,Star Air,XX,USD,12594.00,755.64,122.00,1221.69,10,1445225.00,86713.50,23685.00,1962,1223839.51,73430.28,19896.93,221385.49,13283.22,221385.49,15.32,-1432631.00,84.68
2026-02-11,February,Q1,2026,Star Air,XX,USD,34412.00,2064.72,331.00,3565.28,35,848440.00,50906.40,11825.00,1412,720975.63,43258.66,9962.21,127464.37,7647.74,127464.37,15.02,-814028.00,84.98
2026-02-09,February,Q1,2026,Star Air,XX,USD,53849.00,3230.94,914.00,5659.58,53,815520.00,48931.20,11790.00,1701,694615.38,41676.75,9938.50,120904.62,7254.45,120904.62,14.83,-761671.00,85.17
2025-01-05,January,Q1,2025,Star Air,XX,USD,103318.00,6199.08,2258.00,10806.26,92,1544380.00,92662.80,23100.00,2239,1305635.22,78338.02,19707.14,238744.78,14324.78,238744.78,15.46,-1441062.00,84.54
2025-09-28,September,Q3,2025,Star Air,XX,USD,717159.00,43029.54,14530.00,74977.64,791,1230055.00,73803.30,18850.00,1721,1041120.32,62467.00,15969.19,188934.70,11336.30,188934.68,15.36,-512896.00,84.64
2025-09-13,September,Q3,2025,Star Air,XX,USD,573166.00,34389.96,11129.00,59803.29,635,1299410.00,77964.60,20175.00,2175,1102344.73,66140.79,17179.69,197065.28,11823.81,197065.27,15.17,-726244.00,84.83
2025-07-09,July,Q3,2025,Star Air,XX,USD,399640.00,23978.40,7848.00,41717.31,404,1122370.00,67342.20,17380.00,1512,953284.26,57197.05,14892.10,169085.74,10145.15,169085.74,15.07,-722730.00,84.93
2025-07-07,July,Q3,2025,Star Air,XX,USD,422920.00,25375.20,10915.00,43698.40,409,236640.00,14198.40,3620.00,746,200872.37,12052.35,3048.78,35767.63,2146.05,35767.63,15.11,186280.00,84.89
2025-05-30,May,Q2,2025,Star Air,XX,USD,393205.00,23592.30,6216.00,40882.42,389,864895.00,51893.70,12740.00,1934,729095.23,43745.64,10771.91,135799.77,8148.06,135799.77,15.70,-471690.00,84.30
2025-05-27,May,Q2,2025,Star Air,XX,USD,474434.00,28466.04,9427.00,49488.82,461,1271400.00,76284.00,19385.00,1953,1073183.63,64391.19,16275.47,198216.37,11892.81,198216.37,15.59,-796966.00,84.41
2025-04-10,April,Q2,2025,Star Air,XX,USD,618732.00,37123.92,9666.00,64501.73,609,1296900.00,77814.00,18535.00,2449,1096919.88,66076.40,15516.54,199980.12,11737.60,199980.12,15.42,-678168.00,84.58
2025-07-10,July,Q3,2025,Star Air,XX,USD,421952.00,25317.12,7264.00,43547.57,399,1512775.00,90766.50,21465.00,2285,1277870.14,76672.11,17953.61,234904.86,14094.39,234904.86,15.53,-1090823.00,84.47
2025-07-23,July,Q3,2025,Star Air,XX,USD,389519.00,23371.14,7717.00,40443.26,384,1564875.00,93892.50,25235.00,1957,1324143.87,79448.74,21374.96,240731.13,14443.76,240731.13,15.38,-1175356.00,84.62
2025-04-09,April,Q2,2025,Star Air,XX,USD,597553.00,35853.18,9970.00,62377.22,603,1379430.00,82765.80,20775.00,2396,1166236.78,69712.11,17694.20,213193.24,13053.69,213193.22,15.46,-781877.00,84.54
2025-04-14,April,Q2,2025,Star Air,XX,USD,628145.00,37688.70,8538.00,65390.12,621,538210.00,32292.60,8640.00,1192,456103.68,27366.13,7302.49,82106.32,4926.47,82106.32,15.26,89935.00,84.74
2025-09-11,September,Q3,2025,Star Air,XX,USD,569457.00,34167.42,10950.00,58834.54,613,1226435.00,73586.10,22775.00,1986,1035948.67,62156.89,19326.01,190486.34,11429.21,190486.33,15.53,-656978.00,84.47
2025-01-17,January,Q1,2025,Star Air,XX,USD,121931.00,7315.86,1861.00,12812.70,124,745110.00,44706.60,10935.00,1526,630739.22,37844.08,9293.31,114370.78,6862.52,114370.78,15.35,-623179.00,84.65
2025-03-13,March,Q1,2025,Star Air,XX,USD,93355.00,5601.30,1258.00,9591.19,98,1237875.00,74272.50,18010.00,2055,1048441.49,62906.32,15275.88,189433.51,11366.18,189433.51,15.30,-1144520.00,84.70
2025-06-11,June,Q2,2025,Star Air,XX,USD,413705.00,24822.30,6615.00,43326.65,420,1747400.00,104844.00,23690.00,2176,1480499.40,87090.34,20124.40,266900.60,17753.66,266900.60,15.27,-1333695.00,84.73
2025-08-14,August,Q3,2025,Star Air,XX,USD,421178.00,25270.68,10752.00,44193.90,447,922120.00,55327.20,13060.00,1457,780975.68,46858.51,11018.25,141144.33,8468.69,141144.32,15.31,-500942.00,84.69
2025-07-24,July,Q3,2025,Star Air,XX,USD,392653.00,23559.18,12357.00,41179.82,401,955980.00,57358.80,14065.00,1452,810037.27,48602.25,11916.10,145942.73,8756.55,145942.73,15.27,-563327.00,84.73
2025-10-05,October,Q4,2025,Star Air,XX,USD,62767.00,3766.02,1112.00,6333.90,72,1824970.00,109498.20,52090.00,2623,1544324.88,92659.26,23743.24,280645.12,16838.94,280645.12,15.38,-1762203.00,84.62
2025-10-02,October,Q4,2025,Star Air,XX,USD,63236.00,3794.16,555.00,6448.78,69,1485425.00,89125.50,38120.00,2198,1257527.33,75451.58,18085.72,227897.67,13673.92,227897.67,15.34,-1422189.00,84.66
2025-10-08,October,Q4,2025,Star Air,XX,USD,84678.00,5080.68,2073.00,8570.65,88,1225585.00,73535.10,27405.00,1666,1041596.70,62495.78,15116.07,183988.30,11039.32,183988.30,15.01,-1140907.00,84.99
2025-01-09,January,Q1,2025,Star Air,XX,USD,130351.00,7821.06,2357.00,13636.19,114,998510.00,59910.60,14640.00,1764,845183.26,50710.83,12399.69,153326.74,9199.77,153326.74,15.36,-868159.00,84.64
